更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-08-01,株式会社橋本通信工業,通信キャリア・ISP・データセンター,2,■事業内容： ビジネスホン、ＰＢＸ、ＬＡＮの販売設計、施工、メンテナンス。通信回線、ネットワークサービス等のコンサルティング業務。ＫＤＤＩ関連商品の取次業務。岡山･津山を中心に豊富な経験と技術をもとに､ビジネスホン･セキュリティ･ネットワークシステムの構築から維持運用･保守までをワンストップで提供しております｡,岡山県津山市池ケ原867,1986,,15,20百万円,http://www.hashitsu.com/,,
2024-08-01,セリオ株式会社,システムインテグレータ（SIer）,14,■事業内容：製造業・流通業系を中心としたソフトウエア開発、車載関連の組込系ソフトウエア開発,岡山県岡山市中区原尾島3-16-4,1988,36.0,295,30百万円,https://www.serio.inc/,,
2024-08-01,アイシグリーンシステム株式会社,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容：・ゴルフ場総合管理システム開発、販売事業・ゴルフ場コース管理システム販売事業・Web予約システム開発、販売・iPadカートナビゲーションシステム販売事業・ゴルフ場経営のコンサルティング及び運営受託事業,福岡県春日市春日3-69-1IGSビル,1996,37.0,40,30百万円,http://icgreensystem.jp/,,
2024-06-01,株式会社大桜アネシス,ITアウトソーシング,1,■ITアウトソーシング事業■人材派遣事業・人材派遣事業許可番号 派21-300170,岐阜県可児市下恵土446-242,1999,27.0,27,5000万円,https://daio-iteam.jp,代表取締役 渡辺 宏,
2024-07-01,有限会社ビクールシステム,システムインテグレータ（SIer）,2,■事業内容： ・コンピュータシステムに関するソフトウェアの開発・販売・保守・コンピュータシステムの導入及び運用に関するコンサルタント業務・情報処理サービス業並びに情報提供に関する業務,福岡県福岡市中央区舞鶴1-1-10天神シルバービル9F,1997,,8,8百万円,https://www.bekewl.com/,,
2024-06-01,株式会社インフォファーム,システムインテグレータ（SIer）,1,"＜企業概要＞～創業1969年、「顧客の情報化ニーズへの対応」を最大のテーマとして50年以上の長きにわたり、情報創造企業として事業を展開しています。～■事業概要：・企業や自治体2,000社以上の情報システムの構築を手掛けるとともに、自社開発のCRMパッケージソフト（経営情報支援システム）分野やカラーバーコードソリューションなど、各種ソリューションの開発・販売を行っています。",岐阜県岐阜市柳津町流通センター1-8-4,1969,38.0,260,80百万円,http://www.infofarm.co.jp/,,
2024-06-01,株式会社経営管理センター,システムインテグレータ（SIer）,2,■事業内容：業務改善支援、情報システム（ITソリューション）、アウトソーシング（BPO）、複合サービス,広島県広島市中区八丁堀15-10,1967,35.0,450,70百万円,http://www.bmc-it.com/,,
2024-08-01,株式会社静岡情報処理センター,システムインテグレータ（SIer）,3,当社は公共向けの基幹システムを中心に開発するSierです。コンサルティングから保守運用サービスまで幅広く対応します。公共・自治体向けシステムの他に民間企業や医療業界へのシステム開発もそれぞれ行っております。※売上の割合：公共部門6割、民間部門2割、医療部門2割,静岡県静岡市葵区紺屋町12-6シャンソンビル紺屋町,1969,43.0,218,20百万円,https://www.sicis.co.jp/index.html,,
2024-07-01,株式会社ユニックス,ベンダ（ハードウェア・ソフトウェア）,3,■企業概要：小売業向けの業務システムやサービスを自社開発し、販売・導入・運用しています。(ドラッグストアやスーパーマーケット中心)ディスカウントストア最大手ドン・キホーテ様や、ドラックストア売上1位のウエルシア薬局様など、日本一企業の最重要システムを支えています。,静岡県静岡市葵区紺屋町17-1葵タワー15F,1984,,76,225百万円,http://www.uniccs.co.jp/,,
2024-08-01,株式会社イプリオ,ベンダ（ハードウェア・ソフトウェア）,3,■サービス詳細：（1）インターネットサービスプロバイダー(ISP)支援・構築事業・セキュリティーの監査／保守…ポートスキャンやスパム等、無差別な攻撃が増えており、規模の大小にかかわらずセキュリティーの保守はインターネット事業者の重要な要件となっています。 当社では、これまで専門的に行ってきたセキュリティーの保守管理を、 より迅速な対応でお応えします。 ・技術支援…バーチャルドメイン・VPN・インターネット中継・電子商取引、どうしても時間的な問題等で大規模な事業者にしか出来なかった先端サービスをお手伝いします。,東京都千代田区神田司町2-16-7,1998,,4,12百万円,https://www.iprio.com/,,
2024-08-01,株式会社フレームワークス,システムインテグレータ（SIer）,求人なし,,東京都港区南青山6-3-9ＭＡビル 2Ｆ,2007,,,100 百万円,"Failed to retrieve page, status code: 410",代表取締役 藁科 讓,
2024-08-01,株式会社第一システムプロダクト,システムインテグレータ（SIer）,1,■企業理念：『ひとをつくり、ものをつくる。』という経営理念のもと、人材育成に力を入れており、資格取得者を多数排出しております。,静岡県静岡市駿河区みずほ4-8-4,1983,36.0,49,10百万円,http://disp.co.jp/,,
2024-06-01,ユニオンソフト株式会社,ベンダ（ハードウェア・ソフトウェア）,1,■企業概要：手形管理に特化したシステムよりスタートし設立30年のシステム会社です。今では「手形の達人」「電子債権の達人」「支払管理の達人」のパッケージソフトを発売している。ソフトウェアの開発から販売、そしてサポートまでを全て自社でおこなっている。大手ベンダーからの引き合いが多く、これまでの累計導入件数は8000件を超え、安定した経営を実現しています。さらに今後はフィンテック対応の製品を提供する予定です。■事業内容： 自社パッケージソフトの開発、販売、カスタマイズ受託市販パッケージソフトの販売、導入指導、自社・市販パッケージスフトのテクニカル・サポート,長崎県長崎市若葉町16-11ブライト住吉5F,1994,,19,75百万円,https://www.tatujin.co.jp/company/profile/,,
2024-08-01,株式会社東海情報システム,通信キャリア・ISP・データセンター,2,～スマートフォン・クラウド時代のビジネス効率化パートナー～■東海情報システムのシステムソリューション：同社には45年にわたる業務システムの構築・設計・開発の経験があります。その経験はiPhone/iPad/Andoroidのようなスマートフォンやタブレットから、クラウド、WEBシステム、クラサバ、そして基幹システムまで、多岐にわたります。,静岡県浜松市中央区中央1-2-1イーステージ浜松オフィス棟 4F,1973,,,,http://www.tokai-is.co.jp/,,
2024-08-01,株式会社ＮＤＫＣＯＭ,システムインテグレータ（SIer）,4,■事業内容：地方公共団体向けシステムサービス、アウトソーシング（受託計算）サービス、データエントリーサービス、SI業務及びソフト開発,長崎県長崎市平野町4-26,1966,,123,49百万円,https://www.ndkcom.co.jp/,,
2024-08-01,株式会社アクティシステム,システムインテグレータ（SIer）,27,【情報処理サービス全般 】■SD事業部：製品開発全般の支援／要件分析・定義 機能設計から一括提案、製品ソフトウェアの開発、製品開発における作業効率改善のためのソフトウェア開発、製品の試作開発～量産開発までの提案・設定・製造■BS事業部：SAP／R3、ERPを中心としたシステム導入・開発 運用・保守の支援、基幹業務システムの導入・開発／保守／運用■SI事業部：製造業向け 各種業務のシステム化、自社開発ERPパッケージ『THOMAS』シリーズのコンサルティング、生産管理システムの提案・開発・導入・サポート,静岡県浜松市中央区砂山町350-5浜松駅南ビルディング4F,1996,41.3,83,80百万円,https://www.acty-sys.com/jp/ja/,,
2024-08-01,日本デジコム株式会社,ベンダ（ハードウェア・ソフトウェア）,13,■事業内容：ＩＴを通じて、お客様の事業に変革と確信を提供し、お客様とともに発展します。,静岡県浜松市中央区常盤町2-4ND_MARKS_BLD9F,1998,40.0,120,80百万円,http://www.digicomnet.co.jp/,,
2024-07-01,株式会社三英技研,ベンダ（ハードウェア・ソフトウェア）,5,同社は創業以来、情報システムサービスを多くのお客様にお使い頂ける仕組みづくりに取組んでおります。特に、土木・道路設計分野においては、当初より3次元設計という基本概念を元に道路設計3次元CADソフトを開発してきており、同社技術の根幹をなしています。昨今では、BIM/CIMによる3次元設計や自動運転車への道路3次元情報の活用など、同社が長年培ってきた技術が日の目を見つつあり、これら新技術の開発に注力しつつ、次なる商品開発に取りくんでおります。,広島県広島市中区上幟町3-26広島メイプルビル,1971,,19,85百万円,http://sanei.co.jp/gaiyou/,,
2024-08-01,株式会社エネコム,通信キャリア・ISP・データセンター,6,■事業内容：・個人向けインターネット接続サービス(MEGA EGG)提供・保守・法人向けソリューションサービス(EneWings)提供・保守 データセンター、ネットワーク(イーサネット通信網[V-LAN]など)、インターネット接続、クラウド、プラットフォーム構築(セキュリティ関連・ネットワーク関連など),広島県広島市中区大手町2-11-10NHK広島放送センタービル,1985,41.6,1030,"6,000百万円",https://www.enecom.co.jp/,,
2024-08-01,株式会社ソフィア,ITアウトソーシング,11,■事業内容：・ITコンサルティング・業務アプリケーション開発・運用・保守,静岡県浜松市中央区板屋町111-2浜松アクトタワー17F,2001,33.0,56,10百万円,http://www.spha.co.jp/,,
2024-08-01,株式会社エル・エス・アイ,ITアウトソーシング,2,■事業内容・システム受託開発・システムエンジニアリングサービス・人材派遣,長崎県長崎市興善町2-8西海建設ビル6F,1986,37.6,18,50百万円,https://www.lsi-nagasaki.co.jp/,,
2024-07-01,株式会社ソフテス,ITコンサルティング,24,■概要：ドイツSAP社のSAP Business Suiteを専業とする、システムコンサルティングサービス企業です。■詳細：SAP ERPを中心にコンサルティングから運用サポート・保守、ベイシス関連、アドオンプログラム開発サービスまで一貫したソリューションサービスを提供する企業です。SAP Business Suiteの中核であるSAP ERPを中心に、その導入時の事前検討から、導入～運用までの一貫したサービスを提供しています。最高品質・最高水準のSAPソリューションを提供し、SAPサービスのトップブランドとして社会から評価を受ける企業を目指しています。,静岡県浜松市中央区田町330-5遠鉄田町ビル9F,1997,32.0,164,100百万円,http://www.softes.co.jp/,,
2024-07-01,株式会社ネクストビジョン,ベンダ（ハードウェア・ソフトウェア）,5,同社は「技術者」＝「開発者」の考えの下、新しいサービスや商品を提供する技術開発企業です。,広島県広島市中区榎町2-15榎町ビュロー6F,1999,34.7,94,22百万円,http://www.nextvision.co.jp,,
2024-06-01,株式会社広島情報シンフォニー,システムインテグレータ（SIer）,2,■事業内容： システムインテグレーション・ソフトウェア開発・アウトソーシング（受託処理）・ITインフラ構築サービス・データエントリ（データ入力）・字幕制作・パソコン講習・ホームページ制作,広島県広島市東区牛田新町2-2-1,1988,,177,100百万円,https://www.symphony.co.jp,,
2024-07-01,株式会社エム・アイ・ティシステム開発,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容：・ソリューションサービス事業…顧客業務、要望に応じたシステムの提案、設計、開発・マネージメントシステム開発事業…情報システムの調査、分析からシステム設計、構築までのトータルサービス・ネットワーク、iDC事業…コンピュータシステムのインフラ設計、構築、運用、保守サービス、iDC運用、セキュリティサービスの提案、構築・パッケージソフト、機器販売…ソリューション製品の販売、カスタマイズ、コンピュータ機器の販売、導入、保守,広島県広島市中区本通7-29アイビービル8F,1990,,52,95百万円,http://www.mit-sys.co.jp,,
2024-07-01,株式会社タスネット,ベンダ（ハードウェア・ソフトウェア）,1,【ITソリューション事業】・サーバー・ネットワーク構築業務・情報システム部アウトソーシングサービス業務・システムエンジニアリングサービス業務【リテールソリューション事業】・クラウドPOSシステムの研究・開発・販売業務・ECサイト連携システムの研究・開発業務・受注、在庫管理アプリケーションシステム開発業務,東京都港区赤坂2-19-4 FORUM赤坂9F,2000,37.4,60,1500万円,https://recruit-info.com/tasnet/,代表取締役社長 山田 和司,
2024-08-01,株式会社ディジフユージョン・ジャパン,ベンダ（ハードウェア・ソフトウェア）,3,■事業内容：同社は、コンピュータソフトウェアと、ハードウェアによる総合ソリューションを提供しています。（1）ソフトウェア開発事業（2）音響事業,広島県広島市中区幟町13-4広島マツダビル12F,1997,40.0,36,10百万円,https://digifusion.dev/,,
2024-08-01,株式会社ドゥシステム,システムインテグレータ（SIer）,2,■事業内容： システム開発：組込系システム開発／各種POSシステム開発／オープン系／計測制御系／監視制御系／Web系／ヘルスケア システム検証：各種POSシステム製品検証／Windowsアプリケーション検証／各種プリンタシステム製品検証■ビジョン： 2019年同社は創業より30年を迎えることになりました。新分野への事業展開も視野に入れており、静岡県東部地域を中心に地域の民産学官が協働している『ファルマバレープロジェクト』へ参画し、医療産業への新規参入も見据えています。,静岡県三島市玉川465-1,1989,35.0,170,30百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,大新技研株式会社,システムインテグレータ（SIer）,6,■事業内容：ソフトウェア開発・販売【FAシステム事業部】【医療事業部】【ソリューション事業部】【エンジニアリング事業部】,長崎県佐世保市広田4-5-5,1974,41.0,110,50百万円,https://www.daishin-giken.co.jp/,,
2024-05-01,株式会社コサウェル,システムインテグレータ（SIer）,2,■概要：建築・エネルギー・公共・金融・製造業界等幅広い業界に対して、スーパーコンピュータのOS開発をはじめ、各種業務アプリケーション開発、C/Sシステム開発など多種多様のソフトウェア開発・システム構築を行なっています。,静岡県沼津市岡宮1463-86,1985,40.3,287,20百万円,http://www.cosawell.co.jp/,,
2024-08-01,株式会社エス・ワイ・シー,ベンダ（ハードウェア・ソフトウェア）,2,■営業内容：・サーバー、パーソナルコンピュータ、プリンタ、ネットワーク関連機器、コンピューターサプライ品、プリンタ用サプライ品、ソフトウェアパッケージ、その他周辺機器、および医療用電子機器サプライ品・ソフトウェアサポートサービス、ハードウェアサポートサービス、コンサルティングおよびトレーニング,広島県広島市中区西十日市町9-9三井住友海上広島ビル2F,1988,39.0,52,40百万円,http://www.syc.co.jp/,,
2024-07-01,株式会社ＮＴＴデータ中国,システムインテグレータ（SIer）,20,■事業内容：システムの企画、設計、開発、保守および販売、それに伴う調査、研究、コンサルティングなど,広島県広島市南区比治山本町11-20NTTDATA比治山ビル,1991,39.0,304,100百万円,http://www.nttdata-chugoku.co.jp/,,
2024-07-01,株式会社エコー・システム,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容：（1）コンピュータソフトウェアの受託開発（2）パッケージソフトの開発、販売（3）業務アプリケーションソフト開発、販売（スマートフォン、タブレット他）（4）情報処理サービス（5）派遣事業（6）情報機器の販売…ネットワーク不正侵入防御システム（IPS）、各メーカーの各種パソコン各種ルータ、各種ハンディターミナル 他,広島県広島市南区金屋町3-13タミヤビル5F,1989,44.0,120,25百万円,http://www.echosystem.co.jp/,,
2024-08-01,株式会社アイティエス,ベンダ（ハードウェア・ソフトウェア）,9,■事業概要：FA技術サービスの請負、FAシステムの設計・製作の請負及びソフトウェア製作請負、システムエンジニアリング、OA・FA機器販売＆顧客サポートサービス,静岡県三島市梅名427-1,1976,,178,40百万円,https://www.itsg.co.jp/,,
2024-07-01,株式会社クリショー,システムインテグレータ（SIer）,2,■事業内容：・産業廃棄物安定型最終処分場の運営・建設機械の整備・事務用品、IT機器の販売,広島県広島市西区南観音7-14-20,1972,,15,20百万円,https://www.kurisho.kurimoto-gr.co.jp/,,
2024-07-01,山陽通信工業株式会社,通信キャリア・ISP・データセンター,1,電話設備工事を主体とする年数を経て、データネットワークの普及に合わせてＬＡＮ工事も自社で手掛け始める。その後、顧客からの要望を受け、その他（ナースコール・テレビ共聴設備・防災設備等）弱電設備の工事にも領域を広げる。現在、情報通信設備・弱電設備共に提案、設計、販売、施工、保守まで自社で完結する体制を整えている。,広島県広島市西区三篠町2-13-32,1977,43.0,31,11百万円,https://www.sanyotsushinkogyo.co.jp/,,
2024-08-01,中央コンピューターサービス株式会社,システムインテグレータ（SIer）,2,■事業概要： 中央コンピューターサービス株式会社（CCS）は、札幌に拠点を置くシステム開発会社。1981年の創業以来、地域社会に密着した「地域情報化構想」を推進し、主に北海道の市町村向け総合行政システムの開発・運用を手掛けてきました。首都圏のニアショアとして機能しているシステム開発会社が多い札幌で、地域に密着した自社のサービスを展開する会社です。主力の完全自社開発製品である、住民情報・税務情報・福祉情報など各業務情報をデータベースの一元管理により完全にリンクさせたクラウド型総合行政システム「Web-TAWN」は、多くの道内自治体で採用されています。,北海道標津郡中標津町北町2-22,1981,39.0,125,42百万円,https://www.ccs1981.jp/,,
2024-06-01,メディカルシステム株式会社,システムインテグレータ（SIer）,1,■事業内容：（1）開発・販売事業（2）医療システム導入サポート／アウトソーシング事業（3）検査関連機器事業（4）関連機器販売（5）消耗品販売（消耗品は全て純正商品のみの取扱い）,広島県広島市西区井口5-15-9MSビル,1982,,,,http://www.medical-systems.co.jp/,,
2024-08-01,ヒロコン株式会社,システムインテグレータ（SIer）,5,■事業内容：・コンピュータ、ソフトウェア／ハードウェアの受託開発・画像処理、通信制御、信号処理、計測制御などのシステム開発、各種パソコン／マイコン応用システムの開発,広島県広島市安佐南区緑井5-13-39メゾネット緑井2F,1985,40.1,26,34百万円,https://www.hiro-con.co.jp/,,
2024-08-01,株式会社建設システム,ベンダ（ハードウェア・ソフトウェア）,20,事業内容：建設業者様向けのソフトウェアの開発・販売／建設業向けのソフトウェアを開発・販売を主な事業。創業以来、建設業の皆様の仕事や仕組みを変革する商品・サービスの提供を続けています。商品は4万2000社以上で導入され、業界トップシェアです。特に、大手建設業(ゼネコン)では8割以上でご導入いただくなど、圧倒的な実績を持っています。また、今後KENTEMは、建設業界だけではなく、建設業界を通して私たちが生活する『社会』にも目を向けていきます。そこで、KENTEMは、Visionとして『リスクゼロ社会へ』を掲げました。,静岡県富士市石坂312-1,1992,35.9,507,40百万円,https://www.kentem.jp/,,
2024-07-01,マーズコンピュータ株式会社,ITコンサルティング,3,■事業内容：IT利用技術に関するコンサルタント業務および、システム企画・分析、設計、製造、ならびに運用管理,静岡県富士市柳島15,1991,,60,80百万円,https://www.mars-computer.co.jp/,,
2024-08-01,株式会社コスミック,システムインテグレータ（SIer）,1,■事業内容： Webシステムの設計・開発・保守FAシステム・組込み系エキスパートシステム・暗号化システムネットワーク構築・データベース構築 など最新のIT技術でお客様のニーズあわせて、最適なシステムを提供しております。創業以来、展開してきいるアプリ設計・開発で蓄積してきた経験や知識でパッケージでは克服できない、繊細なシステム設計や開発・運用・保守・コンサルティングまで一貫したサービスを展開しております。,静岡県富士市青島町241ワタナベビル2F,1993,,12,10百万円,"Failed to retrieve page, status code: 410",,
2024-05-01,前田電子株式会社,ベンダ（ハードウェア・ソフトウェア）,1,■事業内容： コンピュータソフトウェアの開発・保守 ■特徴： ソフトウェア開発専業となってからは5年目となりますが、電子部品製造業としては創業から50年の信頼があり、主に大手企業からの受託開発を手掛けておりますため、受注量が安定しております。,青森県弘前市大字神田2-3-4,1975,38.0,10,10百万円,なし,,
2024-07-01,株式会社ちゅピＣＯＭ,通信キャリア・ISP・データセンター,4,■事業内容：光ファイバー等による回線を通じて、放送サービス・通信サービスなど、多彩なサービスをお客さまへ提供しています。また、コミュニティチャンネルでの自主番組制作や広告事業にも取り組んでいます。,広島県広島市中区土橋町7-1,1995,42.0,109,100百万円,https://www.chupicom.jp,,
2024-07-01,株式会社電盛社,ベンダ（ハードウェア・ソフトウェア）,5,■事業内容：・組込みシステム、企業向けシステム、病院情報システム、地方自治体、行政機関向けシステム開発・電気及びIT関連設備設計、施工・キャリア等通信設備設計、施工・ネットワーク（LAN、WAN、無線）の企画、設計、構築,熊本県熊本市中央区世安2-1-29,1930,,349,40百万円,http://www.densei.co.jp/,,
2024-06-01,株式会社サン・コンピュータ,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容：・コンピュータシステム開発（設計・開発・テスト）およびパッケージ販売、ネットワーク構築、コンピュータ・周辺機器の販売・DX（デジタルトランスフォーメーション）推進支援、ITコンサルティング,青森県八戸市北インター工業団地1-5-10,1985,,96,50百万円,https://www.sancom.co.jp/,,
2024-07-01,株式会社エス・ティー・シー,通信キャリア・ISP・データセンター,3,■事業内容： au・UQ携帯電話の販売、アフターサービス、各種手続きの受付など、KDDIの代理店として静岡県内にauショップ28店舗、UQスポットを3店舗を運営しています。,静岡県静岡市駿河区寿町13-18,1988,29.7,349,40百万円,http://www.stcnet.co.jp/,,
