更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,従業員数,資本金,平均年齢,企業URL,上場市場名
2024-06-01,株式会社名鉄スマイルプラス,その他・各種スクール,3,■事業内容：・学童保育＋プログラミング・英語教室「めいてつのアフタースクールTELACO（テラコ）」の設置・運営…6～12歳児対象／「仲間と共に未来を見つける場」をコンセプトに、学童保育に「習い事」の要素を付加したアフタースクール事業です。2020年度からの小学校の学習指導要領では、論理的思考力を養うためのプログラミング教育が必修になり、5年生から英語が教科化。TELACOでは、次世代型STEAM教育「STEMON（ステモン）」を導入したプログラミング教室と、英語教室を併設。未来を担う子 どもたちの“できる”を増やし、働くママやパパを応援します。,愛知県名古屋市中村区名駅1-2-4,2017,,377,100百万円,,https://meitetsu-sp.co.jp/,
2024-07-01,株式会社城南フェアリィー,その他・各種スクール,1,小規模保育園並びに企業主導型保育園の運営,埼玉県越谷市瓦曽根2-8-73 金田第2ビル 2A,2015,代表者 飯塚 健二,140,,,https://www.fairy-hoikuen.jp,
2024-06-01,エムスリーエデュケーション株式会社(東証プライム市場上場のエムスリーグループ),学習塾・予備校・専門学校,1,■事業内容 ・当社は40年以上にわたり、主に医療福祉系国家試験の対策と大学教育のアシストを行っている、医療福祉教育業界のリーティングカンパニーです。 ・東京・大阪を中心に、日本全国で医科・歯科の国家試験予備校をはじめとして、医科・歯科・看護・福祉領域の国家試験の動画教材や模擬試験、書籍の出版等を展開しています。 ・医師国家試験向けの模擬試験の受験者数は年間のべ3万人に上り、ほぼ全ての医師国家試験受験生が利用するサービスとなっています。 ・エムスリーグループの経営資源と当社の蓄積してきたノウハウを背景に、医科領域における次世代型オンライン学習プラットフォームを構築中です。,東京都中央区日本橋箱崎町24-1,1974,,100,50百万円,42.0,https://www.m3e.jp/corporate/,
2024-08-01,ＫＩＹＯラーニング株式会社,その他・各種スクール,11,【個人向けオンライン資格講座・法人向け社員教育クラウドサービスを展開し、5年間で売上17倍！2020年7月に東証マザーズに上場した成長企業】■企業概要：「人間の可能性を最大限に引き出す」をミッションにテクノロジーを活用した教育改革を行っております。※2014年経済産業省「がんばる中小企業300社」に選出されました。※マスコミ掲載実績：「プレジデント」「日経キャリア」「Big Tommorrow」「The21」「CAREERzine」「企業診断」「月刊コロンブス」「週刊全国賃貸住宅新聞」「BUAISO」他,東京都千代田区永田町2-10-1永田町山王森ビル4F,2010,,83,803百万円,38.9,https://www.kiyo-learning.com/,グロース市場
2024-06-01,株式会社ＪＡＬ　ＣＡＥ　ＦＬＩＧＨＴ　ＴＲＡＩＮＩＮＧ,その他・各種スクール,1,■事業内容：当社は、パイロットの育成を手がけており、主にフライトシミュレーターによる訓練ビジネスの提供を行っています。■事業内容詳細：・乗員用フライトシミュレーターによる訓練ビジネスの提供・シミュレーターのJCAB認定取得支援・パイロット及び航空整備員養成訓練用教材作成、ソフトウェア及び画像等の開発・航空事業従事者の育成訓練の提供に関わる業務,東京都大田区羽田空港3-6-8,2003,,79,"1,000百万円",,http://jcft.co.jp/,
2024-07-01,株式会社ピーエイケア,その他・各種スクール,3,■事業内容： ・保育所、託児所「ココカラ」の経営・各種コンサルタント業務・各種イベント企画運営・前各号に関連する一切の業務,福島県郡山市開成4-9-17,2015,,98,44百万円,,http://coco-color.com/,
2024-05-01,株式会社プロゴス,その他・各種スクール,2,株式会社プロゴスは、「世の中に必要とされるグローバルリーダーを輩出する」という日本企業のグローバル化の社会課題の解決をミッションとしています。一人ひとりが持っている素晴らしいポテンシャルを、国を超えて発揮できる——そんな未来図を描くための、人材育成パートナーです。◆グローバルリーダーの評価・育成・採用等関連事業グローバルリーダー育成に向け、顧客の目的によって組み合わせながら、グローバルマインドセット、グローバルビジネススキルなどの研修を設計、提供しています。,東京都渋谷区神宮前6-27-8京セラ原宿ビル2F,2021,,37,100百万円,36.9,https://www.progos.co.jp/company,
2024-07-01,株式会社チャイルド社,その他・各種スクール,2,■チャイルドブック、保育用教材・教具一式販売■園児服・職員服・学生服・事務服・マーチングユニフォーム等製造、卸、販売■幼稚園・保育園・福祉施設専用コンピュータ・システムの企画、製造、販売、保守■園舎の設計、施工、園児送迎用バスの設計・販売■遊園地設計、施工■介護用品及び機器の仕入・販売■園児向け食材・食育教材の販売■幼児教室［本社］東京［営業所］全国42カ所［関連会社］8社,【本社】東京都杉並区南荻窪4-39-11,1953,代表取締役社長 柴田 豊幸,405,5700万円,,http://www.child.co.jp/,
2024-08-01,株式会社早稲田アカデミー,その他・各種スクール,16,■企業概要：同社は小学生・中学生・高校生対象の進学塾を経営しており、グループ全体での直営校舎数は189校です。(2024年6月現在)創業以来変わらない「本気でやる子を育てる」という教育理念を徹底実践することで、”生徒の本気を引出し、成績向上と志望校合格を実現する。その結果顧客満足度を高めて地域の評判を獲得し拡充していく。”－この合格実績戦略を推進することで業績伸長と業容拡大を実現しています。（13年連続増収、過去最高益更新）創業は1975年。1999年に店頭登録し、2012年に東証１部上場（2022年にプライムへ移行）。,東京都豊島区南池袋1-16-15ダイヤゲート池袋9F,1974,,1090,"2,014百万円",37.9,https://www.waseda-ac.co.jp/,プライム市場
2024-08-01,株式会社リソー教育,学習塾・予備校・専門学校,3,■事業内容：首都圏を中心に進学個別指導塾「TOMAS」を103校展開。新規およびリニューアル開校を年間数校にあえて抑え、丁寧な教室作りをする事で、高品質な指導サービスを提供しています。また、医学部受験専門個別指導「メディックTOMAS」、ネイティブ＆バイリンガル講師が１対１で指導する英語専門個別指導「インターTOMAS」、難関校受験対策特化個別指導「spec. TOMAS」を運営しています。,東京都豊島区目白3-1-40,1985,,521,"2,890百万円",40.1,https://www.riso-kyoikugroup.com/,プライム市場
2024-08-01,株式会社明光ネットワークジャパン,学習塾・予備校・専門学校,26,■事業概要：個別指導塾（明光義塾）を中心に教育事業を展開しています。個別指導塾を中心に教育事業を展開し、明光義塾は、全国や海外にも教室を開校しております。少子化で競合が多い中でも、直営教室に加えフランチャイズシステムも活用し、成長を続けています。,東京都新宿区西新宿7-20-1,1984,,629,972百万円,37.0,http://www.meikonet.co.jp/,プライム市場
2024-08-01,株式会社城南進学研究社,学習塾・予備校・専門学校,7,■事業概要：同社は、「乳幼児から社会人まで」をキーワードに教育を軸とした多角的な事業展開を強みとしています。お客様に選ばれる総合教育企業として、これからも「生徒第一主義」を実践し、民間教育を牽引する存在となることを目指します。,神奈川県川崎市川崎区駅前本町22-2,1982,,1532,655百万円,41.1,http://www.johnan.co.jp/,スタンダード市場
2024-08-01,株式会社京進,学習塾・予備校・専門学校,20,■事業内容：幼児から小中高校生対象の学習塾、個別指導教室、英会話教室、ネット学習事業、個別指導教室のフランチャイズ事業、日本語教育事業、保育事業、フードサービス事業、介護事業,京都府京都市下京区烏丸通五条下る大坂町382-1,1981,,2180,327百万円,37.9,http://www.kyoshin.co.jp/,スタンダード市場
2024-06-01,ケニス株式会社,その他・各種スクール,2,■事業内容： ・理科学器械及び教材の製造並びに販売・試薬（一般毒物、劇薬を含む）の販売・度量衡器及び計量器の販売・医療機器及び材料の販売・不動産の賃貸・前各号に附帯関連する一切の業務,広島県広島市西区三篠町2-9-15,1948,,140,,,http://www.kenis.co.jp,
2024-08-01,株式会社ウィザス,その他・各種スクール,23,様々な顧客ニーズに対応し、将来設計指導を通じた事業を展開■学習塾事業「第一ゼミナール」・「ファロス個別指導学院」をはじめ、小学生から高校生までを対象とした学習指導を行っています。”目標は志望校合格、目的は社会で活躍できる人づくり”目指すべき生徒像を「いつでも、何事にも、前向きにチャレンジする自分」と定め、最新の脳科学に基づいた独自の「プラスサイクル学習法」を通じて、生徒の夢・目標に向けた支援を行っています。,大阪府大阪市中央区備後町3-6-2KFセンタービル,1976,,2851,"1,299百万円",41.2,http://www.with-us.co.jp/,スタンダード市場
2024-07-01,（学）福田学園　大阪工業技術専門学校/大阪保健医療大学/大阪リハビリテーション専,その他・各種スクール,1,福田学園は1895年の「製図夜学館」（現大阪工業技術専門学校）創立に端を発し、「専門知識（学問）、技術（実習）、そして人間尊重（心）を兼備し、社会に貢献する人材の育成」を建学の精神として、今日に至るまで127年の歴史がある。2000年に「大阪リハビリテーション専門学校」を開校、2009年には「大阪保健医療大学」を開学し、工業と医療・福祉の分野で21世紀にふさわしい人材の育成を通して社会に貢献している。,大阪府大阪市北区天満1-9-27,1895,,88,,,https://www.fukuda.ac.jp/,
2024-08-01,ワールド・ファミリー株式会社,その他・各種スクール,10,■事業内容： （1）英語教材販売（2）教育関連事業及びイベントに関する企画・後援・普及（3）その他の教材・出版物の販売,東京都中野区本町1-32-2ハーモニータワー4F,1977,,1201,480百万円,,https://world-family.co.jp/,
2024-08-01,株式会社ナガセ,その他・各種スクール,13,■企業概要：「独立自尊の社会・世界に貢献する人財を育成する」という企業理念の下、幼児から社会人の一貫教育を通して、人間力（＝心知体）を鍛え、日本を再興し、世界の発展に貢献する次代のリーダー育成に取り組む民間最大規模の教育機関です。「東進ハイスクール」、「東進衛星予備校」、四谷大塚、イトマンスイミングスクールなどを展開しています。,東京都武蔵野市吉祥寺南町1-29-2,1976,,1398,"2,138百万円",,http://www.toshin.com/nagase/,スタンダード市場
2024-05-01,株式会社昴,学習塾・予備校・専門学校,1,■年長児・小学生・中学生・高校生を 対象とした学習および受験指導 昴■受験ラサール■すばる個別指導■各種模試 (全九州模試/全九州学力テスト/附中模試 他)■昴合宿■各種検定,鹿児島県鹿児島市加治屋町9-1,,代表取締役社長 西村 秋,308,"9億9,075万円",43.9,https://www.subaru-net.com/,スタンダード市場
2024-08-01,学校法人電子学園,その他・各種スクール,16,■概要:学校法人電子学園 ・ 日本電子専門学校の運営（昼間部20学科・夜間部4学科 学生数約3000名） ・ iU情報経営イノベーション専門職大学 2020年4月開学 （学生定員800名）,東京都新宿区百人町1-25-4,1951,,227,,43.0,http://www.jec.ac.jp/,
2024-08-01,株式会社東音企画,その他・各種スクール,2,【事業内容】楽譜・音楽書の輸入、コンクール運営、各種ピアノ指導セミナー・イベントの運営、音楽教室向けアプリ・楽譜関連アプリの開発等,東京都豊島区巣鴨1-15-15F,1970,,11,20百万円,,https://www.to-on.com/,
2024-08-01,学校法人 麻生塾,その他・各種スクール,8,■企業概要1939年創立された専門学校グループです。長い経験とノウハウで安定した運営を行いながら、時代のニーズに合わせて変化をし続けています。学生数約7500名、教職員数約490名が在籍。福岡県内に１３校69学科99コースを運営している専門学校グループ。西日本最大級の専門学校として、企業のニーズに応える知識と技術指導を取得し即戦力となるスペシャリストの人材育成を目指しております。■特徴技術・知識の習得はもちろん人間力の育成にも力を入れ、就職の指導から決定までをトータルサポート。社会で活躍し続けることができる人材を育成しています。,福岡県飯塚市芳雄町3-38,1939,,485,,41.0,http://www.asojuku.ac.jp/,
2024-06-01,TAC株式会社,その他・各種スクール,2,■事業内容：（1）個人教育事業（2）法人研修事業（3）出版事業（4）人材事業,東京都千代田区神田三崎町3-2-18,1980,,582,940百万円,43.0,http://www.tac-school.co.jp/,スタンダード市場
2024-08-01,学校法人千葉學園,公社・官公庁・学校・研究施設,求人なし,,千葉県市川市国府台1-3-1,1927,理事長 内田 茂男,,"39,715 百万円",,"Failed to retrieve page, status code: 410",
2024-08-01,学校法人大原学園,その他・各種スクール,24,■事業概要：1957年に大原簿記学校を開校し1979年に学校法人大原学園を設立。「資格の大原」としてグループ校含め北海道から沖縄まで、日本全国に約114校を設置、運営し多くの人々の学びへの意欲に応え、発展を続けております。高校卒業者を対象とする「専門課程」及び社会人・大学生を対象とした「社会人課程」などを柱として展開しています。その他幼稚園、日本語学校、サポート校を設置し、幅広く学びの場を提供しています。専門コースも簿記・会計の他、医療系、法律系、スポーツ系、IT・クリエイター系など様々な分野を用意しています。,東京都千代田区西神田1-2-10,1979,,1754,"14,660百万円",,http://www.o-hara.ac.jp/,
2024-08-01,学校法人片柳学園,学習塾・予備校・専門学校,11,■事業内容：学校運営※3つの専門学校と1つの大学を持つ学校法人■事業の特徴：東京工科大学、日本工学院専門学校、日本工学院八王子専門学校、日本工学院北海道専門学校、東京工科大学附属日本語学校、産学共同研究機関の片柳研究所を所有。多様な人材を求めている時代の要請に応えるべく、創造的な技術者、幅広い人間性や専門性、国際性に富んだ人材育成をしています。「理想的教育は理想的環境にあり」との理念に基づき、教育環境と教育設備の整備に努め、教育の充実に万全を期していきます。,東京都大田区西蒲田5-23-22,1947,,938,,,https://www.katayanagi.ac.jp/,
2024-08-01,株式会社ピープル,学習塾・予備校・専門学校,5,■事業内容：（1）小・中・高生への学習受験指導（2）小・中学生への集団指導部門の教室運営および管理（3）小・中・高生への個別指導（4）小・中学生への個別指導部門の教室運営および管理,北海道札幌市中央区大通西3-4,1982,,193,10百万円,33.0,https://people-group.co.jp/,
2024-08-01,株式会社うすい,学習塾・予備校・専門学校,7,毎年成長し続けている私教育の採用です。幼児～高校生・日本語学校と幅広い生徒層が顧客となります。現在、群馬29校、埼玉5校、東京1校を展開しています。今後も首都圏に校舎展開を計画中です。,群馬県高崎市岩押町21-2,1989,,433,20百万円,34.0,"Failed to retrieve page, status code: 410",
2024-07-01,株式会社練成会,学習塾・予備校・専門学校,9,◆北海道・青森県・山形県・宮城県で学習塾・予備校の運営を行っています◆ (1)小・中学生を対象とした集団指導型学習塾の運営 （札幌練成会や旭川練成会など） (2)小・中学生、現役高校生を対象とした個別指導型学習塾の運営 (個別指導「3.14…」) (3)東進衛星予備校の運営 (4)オンラインによる学習サービス事業の運営(5)公開模擬試験の運営,北海道札幌市北区北八条西5-6-1,1984,,230,10百万円,37.0,https://www.renseikai.com/,
2024-08-01,株式会社日本テレメッセージ,その他・各種スクール,3,＜情報通信事業＞ソフトバンクショップの運営／自社ブランドの展開＜教育事業＞英語学童保育・幼児教育施設／企業主導型保育／民設民営私立学童保育＜福祉事業＞就労継続支援A型事業所児童発達支援・放課後等デイサービス＜エステ事業＞セルフエステスタジオ,福岡県福岡市中央区高砂1-2-4,1994,代表取締役 中村 直樹,401,1億1874万円,,https://www.nittere.co.jp/,
2024-06-01,学校法人小倉学園,学習塾・予備校・専門学校,1,■事業内容： 各種専門学校運営【現況】・小倉学園は赤城グループの専門学校部門。自動車整備専門学校２校、理容美容専門学校１校、医療専門学校１校、スマートビジネス専門学校 1校、計5校を運営。自動車学校の卒業生の就職率は100%と自動車整備士のﾆｰｽﾞは高い。・生徒たちの夢を実現するための技術力と人間力の形成を根底においた教育プログラムを実践しています。・教育方針は｢人間力｣の醸成を基本に、何が大事なのか、何を学ばなければならないのか。流行や風説に踊らされない強いハートを育てるために 「人間力」を磨く必要について考えています。,群馬県伊勢崎市赤堀今井町1-581,,,200,11百万円,,http://www.ogura.ac.jp/,
2024-07-01,株式会社大宮自動車教習所,その他・各種スクール,2,■事業内容： 自動車教習所の運営■当社の特徴：大宮自動車教習所は埼玉県公安委員会指定の自動車教習所です。1963年創業以来「安全運転」をモットーにドライバーを育成指導しています。潔感あふれる教室、アットホームな雰囲気の室内空間を設けリラックスして通って頂ける環境を目指しております。,埼玉県さいたま市見沼区大字新右ェ門新田111,1963,,45,18百万円,,http://www.omiya-ds.co.jp/,
2024-08-01,学校法人中村学園,その他・各種スクール,1,■学園の特徴学校法人中村学園は、学園祖 中村ハル先生の「何よりも人物ができていることが基本である」という教育信条のもと、次世代を担う日本人としての人間の育成を目的に教育・研究に励みます。この目的遂行にあたり私たち教職員は、教育・研究に携わる者に課せられる崇高な使命を深く自覚し、それぞれの立場で職責を果たしていくために、次に掲げる行動指針を実践し、社会からの期待に応え、信頼される学園づくりに取り組みます。,福岡県福岡市城南区別府5-7-1,1954,,80,,,https://www.nakamura-u.ac.jp/gakuen/#Top,
2024-08-01,株式会社全教研,学習塾・予備校・専門学校,2,小学生、中学生、高校生を主な対象として、進学指導を行う学習塾。現在福岡県、佐賀県、大分県、長崎県、山口県の70教室。生徒数は約1万人。2021年オンライン事業部発足、全国から受講者が集まっています。,福岡県福岡市中央区赤坂1-15-9,1977,,250,100百万円,,http://welcome.zenkyoken.com/,
2024-08-01,稲荷屋興業株式会社,その他・各種スクール,4,■事業内容：・浦和中央自動車教習所の運営。1964年の設立以来、教育水準の高い自動車教習所を運営することで、地域社会への貢献を目指してきました。半世紀以上にわたり交通安全教育を通じて、交通事故の無い「安全・安心」な地域社会の実現に取り組んでいます。また、これまで様々な改善活動を行い「選ばれる教習所づくり」を推進してきた結果、埼玉県内トップクラスの伸び率を誇っています。,埼玉県さいたま市緑区大崎910,1965,,70,10百万円,43.0,https://www.ucds-net.co.jp/,
2024-08-01,株式会社東海プロセスサービス,学習塾・予備校・専門学校,3,■事業内容：小・中・高校生を対象とした学習塾事業、社会人を対象とした生涯学習事業,岐阜県大垣市林町3-186-1,1987,,324,84百万円,39.0,https://www.shimonjuku.com/company/,
2024-08-01,練成会グループ　株式会社れんせい,学習塾・予備校・専門学校,18,◆『練成会グループ』は全27都市で243教室を展開し、学習塾・予備校の運営を行っています◆ ・小・中学生を対象とした集団指導型学習塾の運営・小・中・高校生を対象とした個別指導型学習塾の運営（練成会PLUS、個別指導「3.14･･･」、ブレインズジム）・東進衛星予備校の運営・オンラインによる学習サービス事業の運営・小・中学生の英語教室の運営・公開模擬試験の実施・教育事業に関する広告代理業,北海道札幌市北区北八条西5札幌セミナー本部ビル6F,1977,,507,,37.4,http://www.renseikai.com/,
2024-08-01,株式会社秀英予備校,学習塾・予備校・専門学校,11,■企業概要：当社は、学習指導を行うことを主たる業務とし、小学１年生から高校３年生を主な対象とする小中学部と、高校１年生から高卒生を対象とする高校部、フランチャイズ開発事業等を行う映像本部を運営しております。■事業内容：＜小中学部＞ 小３～中３の学習・進学指導、小学１年生～小学５年生の学童保育の実施＜高校部＞ 高１～高３・卒業生の学習・進路指導＜その他＞ 教材編集・出版、公開模擬テスト作成・実施、映像授業動画配信、FC推進,静岡県静岡市葵区鷹匠2-7-1,1984,,656,"2,089百万円",36.5,http://www.shuei-yobiko.co.jp/,スタンダード市場
2024-08-01,株式会社クラ・ゼミ,学習塾・予備校・専門学校,1,◆児童福祉部門／児童発達支援・放課後等デイサービス・保育所等訪問支援「こどもサポート教室」◆就労支援部門／就労移行支援・就労定着支援・自立訓練（生活訓練）「アクセスジョブ」◆学習塾部門／「小・中・高一貫総合予備校 クラ・ゼミ」「河合塾マナビス」◆通信制高校 技能教育部門／「学校法人 倉橋学園 キラリ高等学校」◆保育部門／「クラ・ゼミ保育園」,本社／静岡県浜松市中央区田町230-15,1987,代表取締役 倉橋 義郎,1700,2000万円,,https://kurazemi.co.jp/,
