更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,資本金,平均年齢,企業URL,上場市場名,代表者
2024-08-01,株式会社インテージ,マーケティング・リサーチ,38,■事業概要：独自に収集した各種パネル調査やカスタムリサーチから得られたデータを基に、高度なリサーチ技術やデータ解析力などを駆使し、消費財メーカーをはじめとする多種多様なお客様のマーケティング活動をトータルサポートしています。,東京都千代田区神田練塀町3インテージ秋葉原ビル,2013,1170,450百万円,,http://www.intage.co.jp/,プライム市場,
2024-08-01,株式会社日本Ｍ＆Ａセンターホールディングス,財務・会計アドバイザリー（FAS）,9,■事業内容： 日本M&Aセンターグループは業界のリーディングカンパニーとして1社でも多くの企業をM&Aで救うために、M&A仲介だけでなく、戦略策定から最適な企業評価、PMI（買収後の経営統合）やファンドによる支援など、総合的なM&A支援が必要と考え、2021年10月1日に純粋持株会社体制へ移行し、「株式会社日本M&Aセンター」から「株式会社日本M&Aセンターホールディングス」に商号を変更いたしました。,東京都千代田区丸の内1-8-2鉄鋼ビルディング24F,1991,1058,"4,045百万円",34.5,https://recruit.nihon-ma.co.jp/,プライム市場,
2024-08-01,株式会社豊田中央研究所,シンクタンク,17,■事業内容：当社は、「当面の開発にとらわれず、将来の事業に繋がるような遠大な研究をする研究所を創る」ことを目指し、トヨタグループの中央研究所として設立されました。自動車に限らず、機械・電気・材料などの要素研究に基づいたカーボンニュートラルやサーキュラーエコノミーに貢献する技術、Well-beingと能力の拡張を目指すデジタルヒューマン技術等の研究を行い、トヨタグループを通じて社会に提供していきます。,愛知県長久手市横道41-1,1960,939,"3,000百万円",,https://www.tytlabs.co.jp/,,
2024-08-01,株式会社船井総合研究所,経営・戦略コンサルティング,46,"■概要：同社は1970年設立、経営コンサルティング会社としては草分け的な存在です。また、船井総研のクライアント先は約6,000社にも及びますが、中小企業の経営者を相手に約750名のコンサルタントが日々現場指導に赴くという、業界内でも最大手にその名が挙げられる企業です。",大阪府大阪市中央区北浜4-4-10,1970,817,"3,000百万円",,http://www.funaisoken.co.jp/,,
2024-08-01,プレミアグループ株式会社,経営・戦略コンサルティング,17,◆事業内容◆・ファイナンス事業・故障保証事業・オートモビリティサービス事業・海外(タイ王国、インドネシア共和国、フィリピン共和国等)におけるファイナンス事業、故障保証事業、オートモビリティサービス事業,東京都港区虎ノ門2-10-4オークラプレステージタワー19F,2015,703,"1,680百万円",,http://www.premium-group.co.jp/,プライム市場,
2024-08-01,株式会社シグマクシス・ホールディングス,経営・戦略コンサルティング,1,シグマクシス は2008年に事業を開始。2021年10月に持株会社体制への移行に伴い会社分割により新設され、コンサルティング事業を承継しました。,東京都港区虎ノ門4-1-28虎ノ門タワーズオフィス9F,2008,595,"3,000百万円",,http://www.sigmaxyz.com,プライム市場,
2024-08-01,PwC税理士法人,税理士法人,32,PwC税理士法人は、企業税務、インターナショナルタックス、M&A税務、税務業務のデジタルトランスフォーメーション( DX)などを含む幅広い分野の税務コンサルティングにおいて、PwCグローバルネットワークと連携しながら、ワンストップでサービスを提供しています。国内外のプロフェッショナルの知見と経験を結集し、企業のビジネスパートナーとして重要な経営課題解決を包括的にサポートします。,東京都千代田区大手町1-2-1,1999,750,,,http://www.pwc.com/jp/ja/services/tax.html,,
2024-08-01,ブリッジインターナショナル株式会社,その他専門コンサルティング,13,■事業概要：インサイドセールスで日本の営業スタイルを変える、顧客と売り手、働く人の満足を追求している会社です。,東京都世田谷区太子堂4-1-1キャロットタワー19F,2002,522,534百万円,35.2,http://www.bridge-g.com/,グロース市場,
2024-08-01,セレンディップ・ホールディングス株式会社,経営・戦略コンサルティング,27,【中小企業経営の近代化と100年企業の創出】日本国内の企業のうち約99%を中堅・中小企業が占めており、中堅・中小企業は、日本経済の大部分を支える大きな役割を担っています。一方、地方の中堅・中小企業を中心に、後継者の不在や経営ノウハウの不足といった企業の存続に係る大きな課題を抱えています。弊社は、中堅・中小企業の成長をサポートするパイオニア的存在として「経営の近代化」を推進し、事業承継とプロ経営者の派遣を柱とした独自の支援サービスをご提案し、企業経営を様々な角度からサポートしています。,愛知県名古屋市中区錦1-5-11,2006,55,"11,430百万円",,http://serendip-c.com/,グロース市場,
2024-08-01,株式会社UL Japan,経営・戦略コンサルティング,15,＜事業概要＞■製品安全試験・認証 ■EMC（電磁環境両立性）測定・評価業務 ■環境関連サービス■医療機器関連サービス【製品の安心・安全を守る第三者安全科学機関】130年以上にわたり、製品・システムなどの安全試験を行ってきたULは、北米最大の製品安全認証機関。UL Japanは、その日本法人として、より安心できる社会の実現に貢献しています。,三重県伊勢市朝熊町4383-326,2003,600,62百万円,40.0,http://www.ul.com/jp,,
2024-08-01,株式会社リクルートマネジメントソリューションズ,組織人事コンサルティング,21,同社は、企業の経営課題を人事組織という観点から解決をしています。企業が成長し続けるためには、社員一人ひとりの能力や組織としての一体感、やる気を引き出す仕組みや制度など、数字では表せない「人と組織に関わる見えない資本」を高めていかなければなりません。同社は、企業が抱える様々な経営課題の解決を手段としています。企業の経営・事業戦略に必要な能力を持った人材の育成、顧客接点に携わる人材と組織の強化、さらには企業が抱える組織運営上の課題まで、「アセスメント」「トレーニング」「コンサルティング」などの手法を用いて解決に導きます。,東京都千代田区丸の内1-9-2,1989,542,150百万円,,http://www.recruit-ms.co.jp/,,
2024-06-01,ＣＲＧホールディングス株式会社,経営・戦略コンサルティング,2,■事業内容：・人材派遣紹介事業・採用支援・BPO事業・製造請負事業・障がい者福祉サービス事業 等,東京都新宿区西新宿2-1-1新宿三井ビルディング37F,2013,1987,442百万円,40.5,https://www.crgh.co.jp/,グロース市場,
2024-08-01,株式会社ビザスク,経営・戦略コンサルティング,40,"■当社についてビザスクは「知見と、挑戦をつなぐ」をミッションに、ビジネス経験から得られる貴重な知見を持つ""アドバイザー""と、様々な課題を抱える企業や個人の""依頼者""を、1時間のインタビュー（=スポットコンサル）を中心とした様々なサービスでマッチングする、ビジネス知見に特化した日本最大級のナレッジプラットフォームを運営しています。国内のビザスクの""アドバイザー""になる方のほとんどはプロのコンサルタントではなく、70%は企業に所属する個人、20%は企業OBのシニアです。ビザスクを通じて自分が所属する企業以外で知見を生かす、人生100年時代の働き方の最前線となるサービスです。",東京都目黒区青葉台4-7-7住友不動産青葉台ヒルズ9F,2012,199,"9,600百万円",31.0,http://visasq.co.jp/,グロース市場,
2024-08-01,ＳＯＭＰＯリスクマネジメント株式会社,リスクコンサルティング,31,■事業概要 （１）デジタル事業お客様のビジネスを取り巻くリスクに対して、SOMPOグループ各社と連携してデジタル技術を駆使したソリューションを提供します。（２）リスクマネジメント事業リスクの洗い出し・評価・体制構築・運用チェックから監査支援まで全てのステップにおけるリスクコンサルティング・サービスを提供しています。（３）サイバーセキュリティ事業サイバー攻撃に対し、脆弱性診断からインシデント対応までサービスを提供しています。,東京都新宿区西新宿1-24-1,1997,519,30百万円,,https://sompo-rc.co.jp/,,
2024-08-01,株式会社日立コンサルティング,経営・戦略コンサルティング,49,■企業概要：日立コンサルティングは、国家の基盤技術を支えるインフラ技術と高度なITを組み合わせ、世界各地の企業や地域が抱える課題を解決する「日本発のグローバルコンサルティングファーム」です。,東京都千代田区麹町2-4-1麹町大通りビル,2002,413,"2,400百万円",,http://www.hitachiconsulting.co.jp,,
2024-08-01,株式会社ピアズ,その他専門コンサルティング,2,■事業内容：「NEW NORMAL ACCLERATION - いつかの未来を、いつもの日々に - 」というグループパーパスを掲げ、日々生み出されるテクノロジーやイノベーションの社会実装を目指す会社です。2019年に東証マザーズ(現グロース)に上場し、短期的には時価総額300億企業を目指しています。,東京都港区港南2-16-4,2005,458,67百万円,30.0,http://www.peers.jp/,グロース市場,
2024-08-01,株式会社アドバンテッジリスクマネジメント,組織人事コンサルティング,16,～ウェルビーングの追及で、企業に未来基準の元気を創り出す/メンタルヘルスケア（メンタリティマネジメント）業界のリーティングカンパニー/東証スタンダード上場～当社は、働く人がイキイキと健康に生活できる世の中を実現するために、あらゆるシーンに対応できる自社システム、独自ソリューションをもち、企業様ごとに最適なサービスを提案している企業です。大手上場企業、優良企業、有名外資企業など業種に関わらず幅広い分野の顧客から支持を得ています。,東京都目黒区上目黒2-1-1中目黒GTタワー,1999,421,365百万円,37.6,http://www.armg.jp/,スタンダード市場,
2024-08-01,MS＆ADインターリスク総研株式会社,リスクコンサルティング,23,■事業内容：MS＆ADインシュアランスグループ（三井住友海上火災、あいおいニッセイ同和損保を中心とする保険金融グループ）において、リスクマネジメント事業を担っている国内大手のリスクコンサルティング会社です。企業や行政機関に対し、様々なリスクに関するコンサルティング、リスクサーベイ、調査研究、最新情報の提供などを行っています。海外ではシンガポール、タイ、中国、に拠点（子会社）を有し、グローバルなリスク・ソリューション提供に努めています。,東京都千代田区神田淡路町2-105ワテラスアネックス,1993,404,330百万円,,https://www.irric.co.jp/,,
2024-08-01,SGSジャパン株式会社,マーケティング・リサーチ,20,■事業内容：各分野の安全と品質に関する試験・検査・審査登録業務、各種セミナー、教育訓練サービスを行っています。各種検査、検証、試験、認証業務認証業務監査、審査、審査登録業務試験、検査、検量、査定、測定業務調査、分析業務鑑定、評価業務適合判定、適合証明業務トレーサビリティー業務テクニカルソリューション業務労働派遣事業有料職業紹介事業教育訓練業務海外経済協力・援助プロジェクト・開発融資に関する一連の業務、監理業務 等,神奈川県横浜市保土ケ谷区神戸町134横浜ビジネスパーク ノーススクエアI 5F,1987,330,100百万円,,https://www.sgsgroup.jp/,,
2024-08-01,株式会社ロイヤリティ　マーケティング,マーケティング・リサーチ,24,■事業概要：同社は2008年12月に設立された、共通ポイントサービス「Ponta(ポンタ)」の運営企業です。 消費者の生活をより便利にする新しいサービスを提供するために2010年3月1日に「Ponta」のポイントサービスを開始。,東京都渋谷区恵比寿1-18-14恵比寿ファーストスクエア7F,2008,333,"2,382百万円",36.0,http://www.loyalty.co.jp/company.html,,
2024-08-01,ＮＧＢ株式会社,シンクタンク,8,■事業内容：外国特許・意匠・商標の出願仲介／外国知的財産権紛争の処理支援／知的財産権の技術調査・解析／知的財産権の法務調査・解析／知的財産権関連の収集・資料販売／特許情報データベースサービス／外国知的財産権情報誌の編集／特許年金管理／知的財産権関連セミナーの開催／翻訳（特許文献、技術文献、法律文書、契約文書等）,東京都港区西新橋1-7-13,1959,298,41百万円,42.0,http://www.ngb.co.jp,,
2024-08-01,株式会社アスマーク,マーケティング・リサーチ,26,【事業内容】・オンライン・オフラインの総合マーケティングリサーチ事業・HRテック事業,東京都渋谷区東1-32-12渋谷プロパティータワー4F,2001,295,139百万円,32.8,https://www.asmarq.co.jp/,スタンダード市場,
2024-07-01,株式会社アイドマ・ホールディングス,その他専門コンサルティング,3,●営業支援事業・中小企業を中心に新規開拓営業の支援を、営業DXツール、クラウドワーカーを活用したアウトソーシング、コンサルティングの3つの軸を活用し総合的に実施するサービスを提供し、営業の支援を実施●組織構築支援事業・クラウドワークに特化した求人サイトを運営。クラウドワーカーを活用した業務の実現を支援するため運用フロー構築のコンサルティングを通じて、人材の支援を実施,東京都品川区上大崎2-13-30oak meguro 5F・10F,2008,310,"1,075百万円",30.0,http://www.aidma-hd.jp,グロース市場,
2024-08-01,株式会社ストライク,財務・会計アドバイザリー（FAS）,37,■事業内容 ・ M&Aの仲介・ M&A市場SMARTの運営・ 企業価値の評価・ 企業価値向上に関するコンサルティング・ 財務に関するコンサルティング・ プレマーケティングサービス,東京都千代田区大手町1-2-1三井物産ビル15F,1997,220,823百万円,35.0,http://www.strike.co.jp/,プライム市場,
2024-06-01,株式会社ライズ・コンサルティング・グループ,総合コンサルティング,2,"■事業内容： ・NewTechコンサルティング・新規事業コンサルティング・海外進出コンサルティング・業務改革コンサルティング・ITコンサルティング新規事業、業務改革/IT等幅広いテーマについてAI,IoT,デジタル等最新技術に関連したコンサルティングサービスを多く行っております。",東京都港区六本木1-6-1泉ガーデンタワー34F,2010,241,161百万円,,https://www.rise-cg.co.jp/,グロース市場,
2024-07-01,ユーソナー株式会社,マーケティング・リサーチ,5,独自構築した日本最大820万件のデータベース（LBC）を活用し、企業の顧客開拓や事業効率化を支援するデータベースマーケティング事業を展開。豊富なデータを保有しているため、業種・業態を問わず、企業のマーケティング活動に合わせ提案。ユーソナーは非競（ひきょう）の概念に基づきサービスを提供しています。それは自社の得意領域に特化し、それ以外は他の強みのある会社に任せるべきだと考えています。私たちの得意領域は日本のビジネスの拠点を網羅した820万件のデータベース（LBC）を持っていることです。,東京都新宿区西新宿3-20-2東京オペラシティ15F,1990,197,100百万円,33.2,https://usonar.co.jp/,,
2024-08-01,株式会社Ｍ＆Ａ総研ホールディングス,経営・戦略コンサルティング,21,【弊社特徴】当社は、中小企業の後継者不在による社会問題をM&Aで解決するため、2018年10月に設立しております。設立から3年9ヶ月で東証グロース市場に上場、その翌年には東証プライム市場にステップアップするなど、で急激に成長している会社です。「M&A仲介」というレガシーな領域にテクノロジーを取り入れ、AIやDXを用いて効率化やスピード化を図り、他社ではできないサービスを提供しております。またその結果、競合大手はどこも実現できていない「完全成功報酬制」でのサービス提供が可能になっており、クライアントにとってもリスクなくM&Aを進められるようになっています。,東京都千代田区丸の内1-8-1丸の内トラストタワーN館18F,2018,344,622百万円,29.0,https://masouken.com/,プライム市場,
2024-08-01,株式会社リミックスポイント,経営・戦略コンサルティング,8,株式会社リミックスポイントは規制緩和や法令改正など社会が変化するタイミングで生じる課題を事業を通じて解決する企業です。■事業内容：（1）小売電気事業、省エネ補助金コンサルティング事業、省エネ商材の導入支援（2）感染症対策事業（感染症対策×SDGs×BCPソリューション事業）,東京都港区虎ノ門4-3-9,2004,199,"8,554百万円",39.3,https://www.remixpoint.co.jp,スタンダード市場,
2024-08-01,株式会社日本能率協会コンサルティング,経営・戦略コンサルティング,18,■事業概要：総合型のコンサルティング会社として、企業のあらゆる課題へのコンサルティングサービスを提供しています。■事業詳細：具体的には、以下の事業を展開しています。(1)経営戦略、マーケティング、人材・組織、開発・技術、生産・ロジスティクスなど経営のあらゆる領域へのコンサルティング(2)階層別、業界・業態別、ビジネススキルなどの各種教育・研修(3)公開講座型研修(4)書籍・出版物や技術資料、実態調査報告書作成など,東京都港区芝公園3-1-22日本能率協会ビル7F,1980,250,250百万円,41.9,http://www.jmac.co.jp/,,
2024-08-01,株式会社電通マクロミルインサイト,マーケティング・リサーチ,2,■事業内容：マーケティングリサーチの全領域、及び関連する諸領域のプランニングならびにコンサルティングを行なっています。業務範囲としては、各種消費財、食品、日用品、耐久財、通信機器、流通、その他各種サービス関連作業等、マーケティングの対象となる全分野を広範囲にカバーしています。1．リサーチ業務：各種リサーチの企画、実施、分析作業。生活者の意識行動の調査研究等2．開発業務：新製品開発、業態開発およびニューリサーチ手法、分析手法の開発等3．プランニング業務：特定課題に対応し、調査分析を含む戦略プランニングおよびコンサルティング業務,東京都中央区築地4-7-5築地KYビル,1967,239,360百万円,39.0,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社プロジェクトホールディングス,総合コンサルティング,11,【事業内容】◇デジタルトランスフォーメーション事業◇DX×テクノロジー事業◇DX×HR事業,東京都港区麻布台1-3-1,2016,239,50百万円,27.0,https://phd.co.jp/,グロース市場,
2024-08-01,株式会社識学,組織人事コンサルティング,1,・「識学」を使った経営、組織コンサルティング・「識学」を使った従業員向け研修・「識学」をベースとしたwebサービスの開発、提供・「識学」関連書籍の出版,東京都品川区大崎2丁目9-3 大崎ウエストシティビル1階,2015,228,,,"Failed to retrieve page, status code: 410",グロース市場,代表取締役社長 安藤 広大
2024-08-01,マーサージャパン株式会社,経営・戦略コンサルティング,求人なし,,東京都港区赤坂9-7-1ミッドタウン・タワー 16Ｆ,1978,235,488 百万円,,"Failed to retrieve page, status code: 410",,代表取締役 草鹿 泰士
2024-07-01,株式会社エスネットワークス,その他専門コンサルティング,12,■事業概要：1999年に監査法人トーマツ出身の創業者2名により設立。ベンチャー企業および中堅中小企業を中心に「実行支援」にこだわるコンサルティングサービスを業界のパイオニア的存在として今日まで発展させてきました。コンサルティングの領域は会計・財務領域を中心にサービス展開を開始し現在は人事、ITの領域へラインナップを展開し、総合型の経営コンサルティング事業を実施しています。,東京都千代田区丸の内2-7-2JPタワー23F,1999,226,567百万円,34.0,http://www.esnet.co.jp/,グロース市場,
2024-08-01,株式会社プロレド・パートナーズ,経営・戦略コンサルティング,35,【事業内容】成果報酬型経営コンサルティング,東京都港区芝公園1-1-1住友不動産御成門タワー7F,2008,167,10百万円,33.0,http://prored-p.com/,プライム市場,
2024-08-01,ヒューマンリンク 株式会社,組織人事コンサルティング,6,■事業内容：人事ソリューション・サービスプロバイダー（各種コンサルティングから実務オペレーションまで受託）,東京都千代田区丸の内2-2-3,1996,210,140百万円,35.9,http://www.humanlink.co.jp/,,
2024-07-01,株式会社日経リサーチ,マーケティング・リサーチ,1,■事業内容：市場調査、社会調査、世論調査、企業調査、経済データの収集・メンテナンス、調査に関するシステム開発、コンサルティング、データ集の発行,東京都千代田区内神田2-2-1鎌倉河岸ビル,1970,208,32百万円,41.0,http://www.nikkei-r.co.jp/,,
2024-07-01,イプソス株式会社,マーケティング・リサーチ,11,■企業概要：イプソスは、グロ―バル市場調査会社です。パリに本社を構え、日本を含め、世界90カ国に支社があります。1975年創業以来、40年以上に渡り一貫して市場調査のプロフェッショナルによる経営を守り続けています。■特徴：リサーチのプロにより経営されている、独立し、技術を有した、グローバルなリサーチ会社であり、専門分野に特化した差別化されたサービスを提供しています。,東京都港区虎ノ門4-3-13ヒューリック神谷町ビル,1968,210,,40.0,https://www.ipsos.com/ja-jp,,
2024-08-01,リスクモンスター 株式会社,マーケティング・リサーチ,6,■事業内容：（1）与信管理事業（2）ビジネスポータル事業…メインサービスであるグループウェアはネオジャパン開発のASP、クラウドサービス「グループウェア」を提供しています。（3）BPO事業…リスモン・マッスル・データでは日本国内の渋谷センターと中国のインフラを融合し、セキュリティーやクオリティーを維持しながら顧客の業務に合わせたBPOサービスを提供しています。（4）教育事業…ビジネス関連のeラーニングを主業務とした人材開発、育成支援サービスを提供しています。,東京都中央区日本橋2-16-5RMGビル,2000,185,"1,188百万円",36.0,http://www.riskmonster.co.jp/,スタンダード市場,
2024-08-01,フォースタートアップス株式会社,組織人事コンサルティング,36,■事業内容：成長産業支援事業※成長産業支援事業とは：世界で勝負できる産業、企業、サービス、人を創出し、日本の成長を支えていくために、成長産業領域におけるスタートアップ企業支援のリーディングカンパニーとして、HR支援・起業支援・大企業のオープンイノベーション支援など様々な事業を展開しています。,東京都港区六本木1-6-1泉ガーデンタワー36F,2016,211,226百万円,31.0,https://forstartups.com/,グロース市場,
2024-07-01,株式会社FCE,その他専門コンサルティング,12,【企業概要】FCEグループは、「チャレンジあふれる未来をつくる」というパーパスに向けて、社会の課題を解決するビジネスを企て続けるグループです。世界は誰かの「チャレンジ」でできています。子どもたち、働く大人…老若男女すべての人々が自分らしく考え、一歩踏み出せる世の中をつくることで社会に貢献します。チャレンジできる人を育む【教育研修事業】とチャレンジできる環境をつくる【DX推進事業】の領域で事業展開をしています。現在、グループ全体で200名程度が在籍しています。,東京都新宿区西新宿2-4-1,2017,194,127百万円,,https://fce-group.jp/,スタンダード市場,
2024-07-01,ＧＭＯリサーチ＆ＡＩ株式会社,マーケティング・リサーチ,1,■GMOリサーチ株式会社は、アジア最大の消費者パネルと自社開発の「マーケティング・ソリューション・プラットフォーム」の組み合わせにより、国内・海外の調査会社向けのオンライン・マーケティング・リサーチサービス提供市場において、シェアNo.1企業となりました。設立当初から、高成長が期待される海外市場展開にも力を入れ、アメリカ・欧州・シンガポール・中国・インド等に拠点を持ち、多様な国のスタッフとともに、グローバルにビジネスを行っています。顧客基盤やサービス領域を拡大し、世界ナンバーワンのリサーチサービス提供会社を目指し、高成長を継続しています。,東京都渋谷区桜丘町26-1セルリアンタワー,2002,180,299百万円,36.0,http://www.gmo-research.jp/,グロース市場,
2024-08-01,株式会社 セルム,経営・戦略コンサルティング,3,「人」と「組織」の視点から、日本を代表し世界で戦う大手企業の経営課題を解決する人材/組織開発企業です。 クライアント企業に寄り添い、「人材・組織基盤の強化」と「優れたリーダーの輩出」に貢献することで、クライアント企業の持続的成長を支援しています。それを可能にするのは、クライアント企業との長期的な信頼関係に他なりません。クライアント企業に対する強い思い入れを持ち、経営課題を共有、事業発展に貢献することにより、長期にわたる強固なパートナーシップを実現していきます。,東京都渋谷区恵比寿1-19-19恵比寿ビジネスタワー7F,1995,183,100百万円,36.0,https://www.celm.co.jp/,スタンダード市場,
2024-08-01,中外製薬ビジネスソリューション株式会社,組織人事コンサルティング,4,■事業内容： グループ会社の受託事業（人事・総務・経理・ITサポート・プロキュアメント・研修関連・メディカル情報関連業務・事業所環境美化・清掃）、保険事業を行っています。,東京都北区浮間5-5-1,1999,208,66百万円,49.0,https://cbs.chugai-pharm.co.jp/,,
2024-05-01,株式会社アダムスコミュニケーション,マーケティング・リサーチ,2,■企業情報：主力事業は「コンタクトセンター事業」「調査事業」「インサイドセールス事業」「セールスサポート事業」ですが、すべて人と関わる仕事です。人と接触し、人から情報を得て、人のために成果物を提供し、有益なものを提案し、様々な支援をするのが我々の仕事です。 調査事業では市場調査などを行いマーケティングの基礎固めをお手伝いし、その成果物をインサイドセール事業で販売支援。販売後はコンタクトセンター事業がユーザーサポートを行い、顧客満足度を高めるとともに、ユーザーの声＝市場の声をクライアントにフィードバック。,東京都品川区南大井6-20-14,1979,120,87百万円,43.0,https://www.aaa.co.jp/,,
2024-07-01,エム・アール・アイリサーチアソシエイツ株式会社,シンクタンク,9,お客さまの課題や問題の本質を理解し、専門性によって最適な「解決」を導き出す、それが当社の仕事です。当社は三菱総合研究所から継承を進める「リサーチ事業」と、独自の「データサイエンス事業」・「解析事業」の専門性・技術力を融合し、EBPM（証拠に基づく政策立案）に応えるシンクタンクとして成長を続けております。高度な専門性・技術力と豊富な経験を有するプロフェッショナル集団として、三菱総研グループの官公庁向けシンクタンク事業の中核を担っていきます。,東京都千代田区永田町2-10-3東急キャピトルタワー,1984,175,60百万円,39.0,http://www.mri-ra.co.jp/,,
2024-08-01,みずほ第一フィナンシャルテクノロジー株式会社,経営・戦略コンサルティング,12,当社は、みずほ銀行、第一生命保険、損害保険ジャパンという、各業態で日本を代表する金融機関を株主とし、各社の相互連携による「シナジー効果」を活かしながら、数理科学を軸とした金融技術の開発を総合的に行なう、世界的にも例を見ないユニークな会社です。,東京都千代田区麹町2-4-1,1998,181,200百万円,,https://www.mizuhobank.co.jp/fintec/index.html,,
