更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,代表者,上場市場名
2024-07-01,株式会社Ｏｐｐｔｙ,人材紹介・職業紹介,1,■企業概要：「人の力で機会を創り出す」を理念として2021年に会社設立■事業内容：HRビジネスに特化したエージェント事業HRビジネスに特化したコーチング事業インタビュー動画による採用広報支援事業,東京都千代田区大手町1-6-1SPACES大手町ビル1F,2021,30.0,5,5百万円,https://oppty.co.jp/,,
2024-08-01,クレイソフト株式会社,研修サービス,1,■ITシステム開発■SES事業■人材育成■営業代行■人材派遣事業一般労働者派遣事業許可（許可No.派13-317204）,東京都渋谷区初台1-51-1 初台センタービル706号室,2021,28.0,32,2900万円,"Failed to retrieve page, status code: 410",代表取締役 渡邊 竜賀,
2024-08-01,株式会社エンジニアス,技術系アウトソーシング（特定技術者派遣）,28,■事業内容： 設計開発業務に関する業務請負業、派遣業,愛知県名古屋市中村区名駅2-38-2オーキッドビル7F,2021,,10,20百万円,https://www.kkengenius.jp/,,
2024-08-01,株式会社神田キャリア,人材紹介・職業紹介,2,■事業内容：人材紹介事業、求人情報サイトの開発・運営神田キャリアが提供するのは、療育事業に特化した人材紹介です。また、当社が運営する「療育biz」では、療育に特化した多数の案件を揃えています。充実した求人情報の中から、経験豊富な療育専門コーディネーターが、過去の転職の成功実績を元に、理想の求人をご提案させていただきます。,神奈川県横浜市神奈川区鶴屋町2-21-1,2021,33.0,10,5百万円,https://www.kanda-career.com/,,
2024-07-01,株式会社キャリアビリティ,人材紹介・職業紹介,3,■事業内容： ・人材紹介事業（厚生労働大臣許可番号 13-ユ-314134）・採用代行事業・キャリアコーチング・経営コンサルティング,東京都中央区日本橋富沢町6-4WORK・EDITION・NINGYOCHO3B,2021,40.0,8,5百万円,https://careerbility.com/,,
2024-08-01,アールインタラクティブ株式会社,コールセンター,1,■WEBマーケティング■広告運用■コールセンターの運用（鍵と金庫の出張サービス／水回りの出張サービスなど）■システム開発,東京都品川区平塚2-6-13 マツモトスバルビル6F,2021,,200,,"Failed to retrieve page, status code: 410",代表 清水 由紀子,
2024-08-01,株式会社プラスワン,人材紹介・職業紹介,1,■人材紹介、企業と人材のマッチング業務■SNS運用代行業務■Webマーケティング業務,東京都港区北青山2-12-8 BIZSMART青山3階,2021,27.0,,500万円,https://plusone-agent.net/,代表取締役 髙橋 勲也,
2024-08-01,株式会社ＧＬＷ,アウトソーシング,3,■事業内容： ・輸送機器業界向け技術サービス業・輸送機器業界向けコンサルティング事業・輸送機器業界向け技術者派遣事業,神奈川県横浜市港北区新横浜1-19-2,2022,35.8,79,21百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,ＫＩＲＩＮＺＩ株式会社,人材紹介・職業紹介,2,■企業の特色：設立間もない企業ですが、財閥系企業をはじめとした大手顧客から支持を得ています。■代表挨拶：出会いや環境によって人生は変わっていく。これは私自身の原体験ですし、多くの方が経験していることだと思います。人が持っている可能性は測り知れず、きっかけによって大きな力を発揮できる要素を秘めています。そんな人々の可能性に、価値あるきっかけを提供する事で、「誰もが自分の可能性を信じて、挑戦を続けられる社会」を実現できるように、KIRINZIを設立しました。KIRINZIが手がけていく事業が、明るい未来への一助となり、社会を取り巻く閉塞感を、少しでも打ち破っていきたいと思います。,東京都港区西新橋1-1-1日比谷FORTTOWER10F,2022,,4,10百万円,https://kirinzi.co.jp/,,
2024-07-01,株式会社セグロス,アウトソーシング,4,■事業内容： ★キーエンス出身者設立！日本一親身な営業支援会社です。★当社は株式会社キーエンス出身のメンバーが設立した営業支援会社です。「日本一親切な営業支援会社」を目指すことをモットーにお客様に徹底的に寄り添った営業支援を行っています。,東京都品川区東五反田2-9-5,2022,,50,,https://segros.jp/,,
2024-08-01,株式会社ＭＯＡ,アウトソーシング,1,■アウトソーシング (業務請負) 業 ■販促イベントの企画・運営 他,東京本社／東京都港区虎ノ門4丁目1-1 神谷町トラストタワー23階（wework神谷町トラストタワー）,2022,27.0,32,,"Failed to retrieve page, status code: 410",代表取締役 船水 郁矢,
2024-07-01,ＪＳＡ同業交流協同組合,技術系アウトソーシング（特定技術者派遣）,1,～人の可能性を生かし国際的な協力を推し進める技能実習を実現します～【１】人価値に根差した「働く」を発信【２】国際的な人材育成の推進【３】丁寧に安く早く確実に対応,東京都千代田区神田三崎町3-3-20VORT水道橋2,2022,,10,,https://jsa-dogyo.jpnx.org/#ccc,,
2024-07-01,アールビー・ライズ株式会社,人材派遣,4,海外人材から国内人材まで幅広く扱う戦略的事業会社であるアールビー・トラスト株式会社から、国内人材事業を切り離して設立された会社です。人材不足が深刻化している業界をメインターゲットとして、最適な人材を派遣することでクライアント様が安定的に事業継続できるようサポート致します。■事業内容：◆人材紹介事業・人材派遣事業,東京都港区北青山2-12-16,2022,,4,19百万円,https://www.retail-branding.co.jp/,,
2024-08-01,株式会社キャムコム,人材派遣,9,■事業内容：採用コンサルティング事業、民営職業紹介事業、労働者派遣事業、P・E・O（Professional Employee Organization）、コールセンター事業、アウトプレースメント事業、事務委託、アウトソーシング事業、システムインテグレーション事業、CRMシステム事業、企業PRストラテジー、CMマスメディアプロデュース,東京都港区浜松町2-4-1,2001,35.0,226,,"Failed to retrieve page, status code: 410",,
2024-08-01,株式会社ＶＡＬＵＡＢＬＥ　ＬＩＦＥ,人材紹介・職業紹介,3,■事業内容： 病院・福祉施設向けの人材紹介事業,福岡県福岡市中央区大名2-6-50福岡大名ガーデンシティ8F,2022,,10,,なし,,
2024-07-01,株式会社リスキル,研修サービス,4,■事業内容：【企業内人材教育事業】・ブランドミッション：もっと研修を 講師派遣型研修 公開型研修 eラーニング【IT人材育成事業】・ブランドミッション：すべての人をエンジニアの入り口に プログラミング研修 インフラ研修 非エンジニア向けIT人材育成研修,東京都新宿区四谷4-28-4YKBエンサインビル10F,2022,29.5,,50百万円,https://corp.reskill.jp/,,
2024-07-01,株式会社ウィアー,人材派遣,1,～弊社は、人材サービスを中心とした様々なサービスを提供しています～■ヒューマンリソース・コンサルティング事業：・クライアント様業務の一部をアウトソーシング（業務委託）にて受託致します。コア業務への資源の確保や生産性を向上させるため、スキルを磨いたスタッフがトータルに業務支援致します。（２）イベントプロモーション事業：・商材をダイレクトにユーザーアプローチさせるため、商業施設にてプロモーション活動を行います。全国多数の商業施設とのコネクションをもとに、安全かつ積極的な戦略で確かな効果を得られます。,東京都新宿区新宿2-19-1ビッグス新宿ビル10F,2022,35.0,6,5百万円,https://weare-inc.co.jp/,,
2024-08-01,株式会社ＭｙＶｉｓｉｏｎ,人材紹介・職業紹介,6,■事業内容： ・人材紹介サービス■当社について：・MyVisionはコンサル支援実績トップクラスエージェント及びトップクラスの戦略ファームであるBCGの出身者によって設立された転職エージェントです。・MyVisionは個々人に最適なキャリアプランを策定し、その実現を叶えるためのプロフェッショナル集団です。キャリア相談から転職後まで、一気通貫でサポートするのが特徴です。・「徹底したシステム化と仕組み化で、質/量ともに圧倒的に高水準の人材紹介事業を作る」ことを事業ビジョンに掲げており、各キャリアコンサルタントが候補者様と向き合う時間を創出し、満足度・納得感のある転職支援をしています。,東京都千代田区神田錦町2-2-1KANDA SQUARE12F,2022,,76,105百万円,https://my-vision.co.jp/,,
2024-07-01,株式会社Ｃｈｅｆ’ｓ　ｖａｌｕｅ,人材紹介・職業紹介,4,■事業内容： 紹介事業、派遣事業、独立支援事業、飲食店運営事業、店舗プロデュース事業,東京都港区新橋4-1-1新虎通りCORE,2022,,10,30百万円,https://chefz.jp/,,
2024-08-01,株式会社キャリアマート,アウトソーシング,6,■事業内容： 採用コンサルティング事業（採用コンサルティング・採用プロモーション企画・採用アウトソーシング）を行っています。,東京都新宿区西新宿2-1-1新宿三井ビルディング34F,2002,,95,75百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社ＢＰＯ　Ｊａｐａｎ,アウトソーシング,1,■ビジネスプロセスアウトソーシング業務及び関連する業務■コールセンター業務及び関連する業務■Webシステム開発、アプリ開発、AI開発、RPA開発,＜本社＞東京都新宿区西新宿2-1-1 新宿三井ビルディング 34F＜支店＞大阪支店／仙台支店,2022,,120,1000万円,https://www.bpojapan.co.jp/,代表取締役 安 敏明,
2024-08-01,エイトビット株式会社,技術系アウトソーシング（特定技術者派遣）,96,■概要エンジニアの成長とそこで得られたスキルのテクノロジーへの還元を担うIT×HRソリューションの会社です。未経験者への学習の機会や、経験者にも次のステップアップを生み出すためのリスキルの機会を提供し、それによって習熟したエンジニアと、スキルを欲する企業とのマッチングを生み出しています。慢性的なエンジニア不足が嘆かれている世の中で、エンジニアを増やし、そして減らさないように、エンジニアたちにとっての「負」をなくし、世の中にエンジニアが潤うことで技術革新が加速する世界を目指します。,東京都豊島区東池袋1-18-1Hareza Tower 20F,2022,29.0,775,30百万円,https://eightbit.co.jp/,,
2024-08-01,株式会社ｆｅａｔ,アウトソーシング,25,■事業内容ものづくりやサービスのビジネスを行っている大手メーカーなどのお客様に対して、IT製品や民生機器（家電製品）・車載機器・産業機器・医療機器を対象に、その上流設計からソフトウェア・ハードウェア開発と、テスト・検証業務を行う技術系サービスを提供しています。（ほとんどが大手メーカーの１次請け）,神奈川県横浜市中区本町4-40-1横浜第一ビル8F,,,220,,https://www.feat-inc.com/,,
2024-08-01,株式会社オフィス,アウトソーシング,1,■一般労働者派遣業（派-13-316390）■有料職業紹介事業（13-ユ-314785)■人材サービス事業■プロダクション事業■eスポーツ事業,東京都豊島区東池袋3-7-9 AS ONE東池袋ビル7階,2022,,150,"2,000万円",https://ofis.co.jp/,代表取締役 吉澤 大輔,
2024-08-01,採用ＨＥＲＯ株式会社,求人サイト・求人メディア,1,■事業内容： ・求人広告代理店業務※各種求人メディアの取り扱い・H.P、SNS動画の企画・制作・運用業務,東京都千代田区神田平河町1,2022,,2,1百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,株式会社明光キャリアパートナーズ,人材紹介・職業紹介,1,■事業内容：外国人雇用に関する採用支援や教育・研修サービスを提供する「ＭＥＩＫＯ ＧＬＯＢＡＬ」教育で培ったノウハウを生かした日本人人材紹介サービス「明光キャリアエージェント」外務省より受託したＥＰＡに基づくベトナム人看護師・介護福祉士候補者に対する訪日前日本語研修事業の展開。今後も、教育×人材を軸に、様々な事業を展開していく予定です。,東京都千代田区麹町5-4JPR麹町ビル3F,2022,,,50百万円,https://meiko-career.jp/,,
2024-06-01,フローレス株式会社,人材紹介・職業紹介,1,■事業人材紹介におけるオンラインエージェント事業を展開いたします。 就活を行っているユーザーと求人企業のマッチングを行っているキャリアアドバイザーが、働く時間や場所に制限されず、稼働できる点が特徴です。育児や介護等の理由でフルタイムの稼働が厳しい方や、地方移住のためフルリモートでの勤務を希望している方、今のスキルを副業や兼業といった形で発揮していきたい方に対し、彼らが望む場所や時間で働くことのできる環境を提供します。 また、土日や早朝、夜間といった時間帯に、就活相談をしたいユーザーのニーズにも応えていくことが可能になります。,東京都新宿区北新宿2-21-1新宿フロントタワー5F,2022,28.0,2,9百万円,https://www.flores.co.jp/,,
2024-07-01,サントリーコンシェルジュサービス株式会社,コールセンター,1,■事業内容： 主な事業内容はコンタクトセンターの企画、設計、構築および運用です。セサミンでお馴染みの健康食品の通信販売ナンバーワンであるサントリーウエルネス社、そのパートナー企業として、メインのコンタクトセンターを手掛けています。2023年1月に分社化した新会社ではありますが、20年以上のセンター運営のノウハウと実績があり、増収増益を続けています。,東京都港区芝公園2-4-1,2022,37.0,200,50百万円,https://www.suntory.co.jp/group/scg/,,
2024-07-01,株式会社クオーレテック,技術系アウトソーシング（特定技術者派遣）,1,"ITエンジニアの人材派遣事業労働者一般派遣事業 派27-305107「産業×人材の相互成長をコネクトする」を合言葉に、IT領域専門の技術派遣を武器に2年連続150％以上の売上成長中。年商1,000億円を超える大手メーカー、そのシステム部門を担うグループ会社、システム開発に特化したSIerなど、",大阪府大阪市北区中崎2丁目1-4嶌野ビル5F,2022,,270,4000万円,https://cuore-tech.co.jp/,代表取締役 吉田 眞教,
2024-08-01,ＣＯＮＯｉＴＯ株式会社,人材紹介・職業紹介,5,■事業内容： ・スカウト＆ヘッドハンティング事業・採用支援事業・顧問紹介事業・ビジネスマッチング事業■ミッション：人材の力で、企業と社会を創造する■CONOiTOに込めた想い：市場にめったに現れない優秀な人材を、業界では「紫のリス」と呼びます。CONOiTOがご紹介する人材は、独自のリサーチ網から探し出した一般的な転職市場にはめったに現れない、現在トップクラスの活躍をされているエース社員・幹部などの優秀な人材です。CONOiTOは、それぞれの会社に適した「紫のリス」を見つけます。,神奈川県横浜市鶴見区鶴見中央1-31-22-2511,2023,,,5百万円,https://conoito.co.jp/,,
2024-07-01,株式会社レバキャリ,アウトソーシング,3,建築業に特化した人材派遣、アウトソーシング または付帯するサービス,東京都品川区東品川2-1-11 ハーバープレミアムビル5階,2023,,,2000万円,https://lc.lline-group.co.jp/,代表取締役 実川 玄太,
2024-07-01,株式会社トラストガイド,人材紹介・職業紹介,1,■職業安定法に基づく有料職業紹介事業■ビジネスマッチング（事業パートナーの紹介）事業■各種コンサルティング業務■採用支援事業など,東京都千代田区神田錦町2丁目2番地14 酒巻ビル3F,2023,,2,500万円,https://trust-guide.co.jp/,代表取締役 新藤 孝浩,
2024-08-01,オムロンエキスパートエンジニアリング株式会社,技術系アウトソーシング（特定技術者派遣）,34,■事業内容・エンジニア派遣事業 ・設計/開発/評価受託事業 ※技術領域：FA（ファクトリーオートメーション）、IoT、AI、ロボティクス、画像処理、パワエレなど,京都府京都市下京区烏丸通七条下ルニッセイ京都駅前ビル7F,2023,,400,40百万円,https://www.omron.com/expert-engineering/,,
2024-06-01,株式会社キャリアサファリ,人材紹介・職業紹介,1,■事業内容：・人材紹介■サービス：（1）面談でのキャリアプラン相談候補者様の目指す業界をよく知る担当者が、キャリアプランのご相談から先10年のプランを提案致します。（2）キャリアプランに合致した企業の選定目指すキャリアプランを策定し、それに沿った企業様とポジションのご提案をいたします。（3）書類作成・選考対策履歴書・職務経歴書の作成支援から、業界に合わせた編集アドバイスを行います。書類推薦後は、各社・各業界の選考の傾向や過去の選考等から事前準備のサポートや面接対策を実施し、各候補者様に合わせた内定率の向上に努めます。,東京都千代田区丸の内2-7-2JPタワー22F,2023,33.0,2,10百万円,https://career-safari.com/,,
2024-06-01,東北電力トランスコスモスマネジメントパートナー株式会社,アウトソーシング,1,■総務、人事労務、経理、資材調達等事務業務の受託■事務業務に関するコンサルティング■上記に関する付帯または関連する事業株主：東北電力株式会社（51％出資）、トランスコスモス株式会社（49％出資）略称：TETRAmp社名の英語表記「Tohoku Electric Power Transcosmos Management Partner」から「T，E，Tra，m，p」をつなげ命名。,宮城県仙台市青葉区五橋1-5-3,2023,,,3億円（資本金1.5億円、資本準備金1.5億円）,https://www.trans-cosmos.co.jp/tetramp/,取締役社長 間島 康範,
2024-06-01,株式会社Ｌｉｖｅ　ａｌｔｅｒ,アウトソーシング,1,・人材コーディネート事業・スイム事業・スタジオプログラム事業・ビューティプログラム事業・軽貨物配送事業・屋外プール監視事業・セールスプロモーション事業・SNSマーケティング事業・パーソナルトレーニング及びフィットネスコンサルティング,東京都豊島区東池袋3-19-10,2023,26.0,100,150万円,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010281892/-tab__jd/: 'NoneType' object has no attribute 'get',代表取締役 知念 仰,
2024-08-01,株式会社ＢＰＩＯ,アウトソーシング,9,■事業内容： 当社はバックミドルオフィス業務に携わる様々なサービスを展開するセブンリッチグループです。北海道に本社を置き、顧客企業様の事業成功に向けて、主に経理などをアウトソーシングという形でサポートしています。,北海道札幌市中央区北四条西2-1-18邦洋札幌N4・2ビル11F,2023,,,5百万円,なし,,
2024-07-01,テクノワールド株式会社,技術系アウトソーシング（特定技術者派遣）,1,建設・エンジニアリングに特化した■高度人材紹介事業■高度人材派遣事業◎大手ゼネコン・サブコン・コンサルとのお取引多数,東京都台東区東上野5-1-8 上野富士ビル10階,2023,,,1億円,https://technoworld-hr.com/,代表取締役会長 野口 清,
2024-08-01,株式会社エスタス,人材紹介・職業紹介,無,人材紹介 2024年6月doda掲載求人より引用,愛知県名古屋市中区丸の内1-2-9長尾ビル2Ｆ,2023,,,5 百万円,"Failed to retrieve page, status code: 410",代表取締役 細川 大知,
2024-07-01,株式会社オーイー・テック,アウトソーシング,1,経理業務アウトソーシング,東京都港区西新橋二丁目6番2号,2023,34.0,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010437696/-tab__jd/: 'NoneType' object has no attribute 'get',代表取締役 張替 政則,
2024-07-01,株式会社ワークナビ派遣,人材派遣,2,■一般労働者派遣業 派23-304117■業務請負業■有料職業紹介 23-ユ-302774,愛知県名古屋市中区栄4-16-33日本経済新聞社名古屋支社ビル5階,2013,29.4,1200,2000万円,https://worknavi.biz/,代表取締役 久保田 長成,
2024-07-01,株式会社グッドキャスト,人材派遣,2,■事業内容：・外国籍人材紹介・特定技能紹介・技能実習生紹介,愛知県名古屋市中村区大正町2-48-2,2023,,9,20百万円,https://goodcast.biz/,,
2024-06-01,イージス・ワークス株式会社,アウトソーシング,1,■専門職プロフェッショナルの組織開発■人材育成支援,東京都中央区銀座6-2-1 Daiwa 銀座ビル3階,,27.0,,100万円,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010423533/: 'NoneType' object has no attribute 'get',代表取締役 長 裕康（おさ ひろやす）,
2024-08-01,株式会社b&q,人材紹介・職業紹介,1,・人材HR業界特化型エージェント事業・ヘッドハンティング事業・HRBP・RPO事業,東京都品川区上大崎2丁目13-35-303号,2023,,12,,https://bandq.jp/#company,代表取締役 高稲 祐貴,
2024-07-01,フィクスコミュニケーションズ株式会社,人材派遣,7,■事業内容：同社では、店頭における営業・販促活動のアウトソーシングサービスをメイン事業としています。（1）人的サポートを含む営業支援、販売促進業務代行（2）IT関連支援及びインストラクション業務請負（3）販促支援システム、ソフト開発及び情報提供サービス（4）イベント、デモンストレーション企画、実施、運営（5）広告、宣伝ツールの企画、制作,東京都中央区日本橋馬喰町2-2-6朝日生命須長ビル7F,2000,37.5,223,70百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,株式会社インソースクリエイティブソリューションズ,研修サービス,2,東京証券取引所プライム市場に上場している企業「インソース」のグループ会社です。■事業内容： ・研修コンテンツの制作・ＤＸ教育をはじめとしたデジタル分野のコンテンツ開発・ＷＥＢページの制作・メンテナンス・動画コンテンツの制作・コンサルティング業務,福岡県福岡市博多区東公園2-17インソース九州ビル,2023,,43,50百万円,https://www.insource-cs.co.jp/,,
2024-08-01,パーソル＆サーバーワークス株式会社,人材派遣,3,■事業内容： テクノロジーソリューション事業を手がけるパーソルクロステクノロジー株式会社とAWS（Amazon Web Services）に特化したインテグレーション事業を手掛ける株式会社サーバーワークスの共同出資による合弁会社として、労働者派遣事業を展開しております。,東京都千代田区九段南1-6-5九段会館テラス1F,2023,,,900百万円,"Failed to retrieve page, status code: 410",,
2024-07-01,株式会社キミナラ,人材紹介・職業紹介,1,■エージェント専門の集客代行Ｌ求人紹介サイトの企画・運用■エージェントコンサルティングＬ人材紹介事業(13-ユ-316368),東京都中央区日本橋兜町20番5号,2021,27.0,,,https://kiminara.co.jp/,代表取締役 松岡 裕美,
2024-08-01,ソーシャルシフト株式会社,ITアウトソーシング,11,■企業理念現代の企業が直面するデジタル人材不足の課題に対し、未経験者からキャリアチェンジを目指す全ての方に平等な教育と訓練の機会を提供します。そして、個々の市場価値を高め、雇用機会を創出する事で、誰もが活躍できる社会の実現を目指します。,東京都渋谷区道玄坂2-25-12道玄坂通5F,2023,,,,https://www.socialshift.work,,
2024-08-01,株式会社Ｄ４ｃテクノロジー,技術系アウトソーシング（特定技術者派遣）,16,AIとエンジニア技術で未来を築くテクノロジー企業です。《事業内容》・ 製造業界人材支援・ AIオーダーメイド事業・ BIコンサルティング事業・ データプラットフォーム事業,東京都港区南麻布5-2-32,,,,,なし,,
2024-07-01,株式会社Ｏｒｅａ,アウトソーシング,1,≪事業運営サポート≫クライアントが抱える事業課題をあらゆる手段で解決しています。,埼玉県草加市氷川町３０ー２,,28.0,,,https://www.o-rea.com,代表取締役 榎本 直人,
2024-07-01,株式会社ミツカルプロフェッショナル,人材紹介・職業紹介,3,"「我々は、日本・アジアそしてグローバル展開により国家資格業界の「人材」に関する悩みをすべて解決します」というミッションを掲げ、欲しい人材を欲しい時にミツカル、国家資格特化型の転職マッチングプラットフォームを展開しております。立ち上げまもないスタートアップベンチャーですが、プロダクトローンチから8ヶ月でMRR（月次経常収益）1,000万円超えを達成。それを実現できた背景は、代表自身の過去の経験から税理士特化かつ顧客ニーズを徹底的に把握し、競合が入って来れない障壁を圧倒的なスピードで創り上げたからこそです。",東京都渋谷区恵比寿南3-1-1いちご恵比寿グリーングラス,2024,,,,なし,,
2024-07-01,株式会社ＳＯＲＡ,アウトソーシング,1,◆不動産担保融資の審査事務支援※昭和61年創業の「株式会社コスモシステム」より、2024年4月に独立しました。,東京都千代田区麹町3-4-3シエルブルー麹町302,2024,,,2000万円,https://sora-brain.co.jp/,代表取締役社長 山下 春美,
2024-08-01,株式会社ダウニー,人材派遣,1,【IT／一般事務／介護／営業などの人材サービスを展開】■労働者派遣事業■有料職業紹介事業■採用アドバイザー■転職アドバイザー【許認可】労働者派遣事業(派13－317389)有料職業紹介事業(13－ユ－316855),東京都台東区上野7-10-6 磐城産業ビル1階,2024,,,,https://downy-ueno.com/,代表取締役 秋山 孝行,
2024-08-01,株式会社Ｃｏｎｖａｎｏ　ｃｏｎｓｕｌｔｉｎｇ,理容・美容・エステ,無,【FAST NAILの運営サポート事業】事務職（シフト作成） 2024年7月doda掲載求人より引用,東京都渋谷区桜丘町22-14Ｎ．Ｅ．ＳビルＳ棟Ｂ3Ｆ,2024,,,1 百万円,"Failed to retrieve page, status code: 410",代表取締役 横山 周平,
2024-08-01,株式会社メディカルコネクト,人材紹介・職業紹介,9,■事業内容： 転職を希望する医療・介護従事者（カスタマー）と、そういった方々を採用したいと考えている医療機関や一般企業（クライアント）とのマッチングを図る事業です。医療の人材マーケットは求人数が求職者数を大きく上回っており、医療機関の人材不足は恒常的な社会課題です。その課題を解決するために、カスタマーに対してはキャリアアップの実現や、希望する働き方や環境に応じた仕事・職場情報を提供し、転職のサポートをします。,東京都豊島区南池袋1-16-15ダイヤゲート池袋5F,2024,39.0,4,,https://medical-hr.jp/,,
2024-08-01,株式会社オープンアップグループ,技術系アウトソーシング（特定技術者派遣）,無,,東京都港区虎ノ門1-3-1東京虎ノ門グローバルスクエア 16Ｆ,1997,41.6,31172,"4,695 百万円",Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長兼ＣＯＯ 佐藤 大央,プライム
2024-08-01,ｎｍｓホールディングス株式会社,技術系アウトソーシング（特定技術者派遣）,求人なし,,東京都新宿区西新宿3-20-2東京オペラシティタワー 45Ｆ,1990,48.4,11855,500 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 小野 文明,スタンダード
2024-08-01,株式会社ベルシステム２４,アウトソーシング,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■CRMソリューションに関するアウトソーシングサービス■テクノロジーサービス■コンサルティングサービス■人材派遣事業■有料職業紹介■CRO事業労働者派遣事業許可番号 派13-305502有料職業紹介事業許可番号 2022年1月doda掲載求人より引用,東京都港区虎ノ門4-1-1神谷町トラストタワー 6Ｆ,2014,,10609,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 社長執行役員 梶原 浩,
2024-08-01,日本マニュファクチャリングサービス株式会社,技術系アウトソーシング（特定技術者派遣）,無,■ヒューマンソリューション事業・製造派遣・製造請負・エンジニア派遣・エンジニアリング受託・テクニカルサービス受託（各種リペア・リワーク・解析等）・物流（3PL／流通加工）労働者派遣事業許可番号：（派）13-307537有料職業紹介事業許可番号：13-ユ-308392 2023年12月doda掲載求人より引用,東京都新宿区西新宿3-20-2東京オペラシティタワー 45Ｆ,2016,,3763,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 正登,
2024-08-01,ＭＳ＆ＡＤ事務サービス株式会社,アウトソーシング,求人なし,,東京都八王子市高倉町9-1ＭＳ＆ＡＤ八王子センター,1974,,3390,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金子 羊一,
2024-08-01,株式会社プレステージ・コアソリューション,アウトソーシング,無,■BPO（ビジネス・プロセス・アウトソーシング）事業・オートモーティブ事業・プロパティ事業・カスタマー事業（労働者派遣事業・有料職業紹介事業 含む）・ソーシャル事業【許可番号】人材派遣業（一般派遣事業 派 13-315694）人材紹介事業（職業紹介事業 13-ユ-313638） 2023年11月doda掲載求人より引用,東京都千代田区麹町2-4-1麹町大通りビル 14Ｆ,2019,,3298,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 干城,
2024-08-01,みずほビジネスサービス株式会社,アウトソーシング,求人なし,,東京都江東区新砂1-6-27,2001,,3183,90 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齋藤 啓介,
2024-08-01,株式会社ディンプル,人材派遣,無,,大阪府大阪市北区梅田1-11-4大阪駅前第4ビル 22Ｆ,1991,,3098,90 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤林 寿雄,
2024-08-01,株式会社平山ホールディングス,人材派遣,無,,東京都港区港南1-8-40Ａ－ＰＬＡＣＥ品川 6Ｆ,1967,49.8,2967,534 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 平山 善一,スタンダード
2024-08-01,ＮＩＳＳＯホールディングス株式会社,人材派遣,求人なし,,神奈川県横浜市港北区新横浜1-4-1,2023,49.1,2336,"2,016 百万円",Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長執行役員兼ＣＥＯ 清水 竜一,プライム
2024-08-01,ＳＯＭＰＯビジネスサービス株式会社,アウトソーシング,求人なし,,東京都西東京市新町6-3-5損保ジャパン事務本部ビル,1968,,1924,100 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松廣 清,
2024-08-01,株式会社ＷＯＷＯＷコミュニケーションズ,Webマーケティング（広告代理店・コンサルティング・制作）,1,■事業内容：・コンタクトセンター・応対品質向上サービス・デジタルマーケティング・データマーケティング・物販・旅行事業,神奈川県横浜市西区みなとみらい4-4-5横浜アイマークプレイス3F,1998,40.0,1500,100百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ヒト・コミュニケーションズ・ホールディングス,人材派遣,求人なし,,東京都豊島区東池袋1-9-6,2019,44.4,1274,450 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 安井 豊明,プライム
2024-08-01,株式会社阪急トラベルサポート,人材派遣,無,■一般労働者派遣事業（海外・国内添乗、旅行関連業務、一般事務）■有料職業紹介事業■旅行サポート事業（日程表等発送、旅行催行に関する調整等の業務受託）■旅行事業■物販事業（旅行関連商品販売） 2024年2月doda掲載求人より引用,大阪府大阪市北区梅田2-5-25ハービスＯＳＡＫＡ 14Ｆ,1984,,1180,80 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山川 豊治,
